id	contig	locus	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0	alpha1	se_alpha1	qvalues	pvalues	significant	coverage1	coverage2	coverage3	coverage4	coverage5	coverage6	coverage7	coverage8	coverage9	coverage10	coverage11	coverage12	coverage13	coverage14	coverage15	coverage16	coverage17	coverage18
Contig34681_11633	Contig34681	11633	18	1.768e-01	3.200e-01	7.059e-02	5.788e-06	9.382e-01	7.156e-02	3.845e+01	3.341e+01	-4.441e+00	1.505e+00	-9.142e-01	2.804e-01	0.0211899433643962	5.788e-06	TRUE	18	17	18	18	16	12	17	29	28	18	31	15	32	40	32	38	24	16
Contig36357_106	Contig36357	106	18	2.294e-01	-3.438e-01	8.051e-02	1.953e-05	7.737e-01	2.182e-01	1.475e+01	1.710e+01	7.808e+00	1.806e+00	1.787e+00	4.839e-01	0.042899750577746	1.953e-05	TRUE	17	16	17	18	13	17	19	21	19	35	33	18	30	26	22	24	23	24
Contig38771_2210	Contig38771	2210	18	2.644e-01	-3.056e-01	6.153e-02	6.796e-07	8.041e-01	2.183e-01	1.104e+01	1.679e+01	8.195e+00	1.164e+00	1.111e+00	3.708e-01	0.00979687084366346	6.796e-07	TRUE	16	16	22	17	12	12	14	17	15	35	34	18	30	28	34	31	34	23
Contig41866_1529	Contig41866	1529	18	2.595e-01	4.774e-01	1.130e-01	2.386e-05	7.689e-01	2.118e-01	1.282e+01	1.874e+01	-5.469e+00	2.143e+00	-7.368e-01	4.214e-01	0.0491353710054253	2.386e-05	TRUE	15	8	16	11	10	6	18	16	12	12	16	18	21	22	17	11	15	22
Contig46069_4427	Contig46069	4427	18	2.663e-01	3.356e-01	7.591e-02	9.804e-06	6.479e-01	2.906e-01	4.567e+00	1.050e+01	-2.613e+00	1.300e+00	-7.716e-01	3.463e-01	0.0304629565267195	9.804e-06	TRUE	26	21	28	24	18	18	31	24	25	47	33	23	43	45	41	42	37	27
Contig53276_4081	Contig53276	4081	18	2.286e-01	5.687e-01	1.191e-01	1.784e-06	6.337e-01	2.597e-01	9.664e+00	1.288e+01	-6.945e+00	2.026e+00	-1.543e+00	4.283e-01	0.00979687084366346	1.784e-06	TRUE	13	19	21	34	13	6	25	24	33	35	16	17	32	28	40	26	33	32
Contig53865_4076	Contig53865	4076	18	2.450e-01	1.994e-01	4.872e-02	4.259e-05	8.186e-01	1.830e-01	4.777e+00	6.699e+00	-1.187e+00	9.757e-01	-1.694e-01	2.436e-01	0.0738580474212226	4.259e-05	TRUE	36	22	24	17	16	23	34	34	28	52	68	18	48	52	63	63	67	39
Contig67368_5048	Contig67368	5048	18	1.623e-01	4.584e-01	1.070e-01	1.842e-05	8.804e-01	1.924e-01	6.033e+01	3.966e+01	-4.465e+00	2.405e+00	-2.667e+00	4.827e-01	0.042899750577746	1.842e-05	TRUE	22	12	13	22	10	14	14	16	21	19	13	12	19	14	26	25	17	13
Contig81644_5335	Contig81644	5335	18	3.758e-01	2.822e-01	6.081e-02	3.472e-06	7.116e-01	2.549e-01	3.708e+00	1.019e+01	-2.926e+00	1.079e+00	-6.949e-01	2.213e-01	0.0142999168592487	3.472e-06	TRUE	11	15	14	15	14	11	22	13	19	4	2	26	27	30	22	23	15	24
Contig87529_1163	Contig87529	1163	18	2.477e-01	-5.468e-01	1.144e-01	1.767e-06	4.982e-01	1.851e-01	7.094e+00	6.445e+00	9.284e+00	2.012e+00	1.825e+00	5.412e-01	0.00979687084366346	1.767e-06	TRUE	22	23	27	27	18	15	28	10	22	39	38	19	40	37	33	40	31	19
