PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	PC71	PC72	PC73	PC74	PC75	PC76	PC77	PC78	PC79	PC80	PC81	PC82	PC83	PC84	PC85	PC86	PC87	PC88	PC89	PC90	PC91	PC92	PC93	PC94	PC95	PC96	PC97	PC98	PC99	PC100	PC101	PC102	PC103	PC104	PC105	PC106	PC107	PC108	PC109	PC110	PC111	PC112	PC113	PC114	Pop
HC2-4	-0.114420831818464	-0.00673979749520526	0.0785363581535754	0.250663647475278	-0.075101964241656	0.0300165199259452	-0.0225337851345306	0.035822698182753	-0.0126758867016009	0.122700759570646	0.0345469016555306	-0.0422862558976241	-0.0783117774790507	-0.0235834391492761	-0.0331002724463144	0.0358394044452269	-0.00885853583246004	-0.124145473570856	0.00748404210977432	0.0223231579604171	0.0607662101106815	-0.0235426948827608	0.0441509294583952	-0.026740094468324	0.0240559650958227	0.00864902338757031	-0.0662718621079355	0.0803443029787161	-0.0359656995181681	-0.0725331227413958	0.019449185425329	0.0605199235996745	-0.0118163029214255	0.0388877798310392	0.03739778055463	-0.0328492020651752	-0.0826015680238089	-0.0353925127117595	-0.00606153047885021	-0.0307293317979106	0.0408350249477657	-0.0111239914022994	0.0813812894502517	0.046277355623835	0.00605971229744247	-0.0262594202156199	-0.0117709610071932	0.109513187910129	0.0387928091522272	0.00858141679541643	0.0300720748552491	0.0372906170216534	-0.0494719690778926	0.0155597232114669	-0.0232244983486889	-0.0996999602212918	0.0973302072870445	-0.1065597916821	0.040446314663245	-0.0292342995421671	0.139358002235132	0.00603449610471482	-0.175091445443096	-0.0522804995360278	-0.045087502767839	0.0217520714549704	0.22835525148676	-0.0957430444394561	-0.072165389678557	-0.0374138296697349	-0.00453563581721554	-0.0313493229969689	-0.266047315927487	0.0139462507003602	0.106003933212507	0.1253916820465	0.00461173068190816	0.253374049846977	0.0820119662446013	0.0486403003904184	0.00684476776499931	-0.190798349180078	-0.00504834540676563	-0.121504542783371	-0.11372906323525	-0.095677060351832	-0.226593828607268	-0.169055674755336	-0.0964529840319288	-0.283959664384569	0.0124565683294683	0.0398846328905777	-0.0747271256861658	-0.0811542034229481	0.0762544049442144	-0.246360984577664	0.129844555692943	-0.0827616068331739	-0.0524486016948214	0.141886083793901	-0.155418103655464	-0.149958966678774	0.0528218011470379	-0.0819851649813771	-0.0094283292436545	0.0556310782899651	-0.0561548913756126	-0.063961438286358	-0.11881978459435	-0.00672866270312797	-0.0525668594290361	0.0443155223725557	-0.0144761865727998	-0.094009942762845	HC
HC2-5-L5	-0.115259255501826	-0.035433067196953	-0.154453647161352	-0.0319457921362818	-0.0254883220480383	0.00917443037070926	0.289072054943087	-0.138700312615226	0.0375483848454811	0.0471558958175956	-0.0519190221544183	-0.0708730892577566	-0.00743464425118348	0.0441771063292694	0.134636135118995	-0.0653057552380718	0.0470076688503431	0.00391295240398017	0.022800195428649	-0.0885210905998248	0.0117855392561915	-0.0197144267263368	0.000480932237777441	0.0138677061647778	-0.0176775929479598	-0.00927771044889428	0.032225449529179	0.0896920047624372	0.102891311793276	-0.057749169999633	-0.0864709432573782	-0.0776265928745781	0.0363378922420942	0.129880360185407	0.154019150352361	-0.130467034152223	0.0178866683361415	0.00374816534755081	0.0979316923145785	-0.100096702553857	0.0349964345706499	0.289534750720724	0.0607943974869502	-0.113151818873026	0.116945251373242	0.0621127808643063	0.122686633887883	-0.00841717289706001	0.205692036514536	-0.174578799690109	0.0971275079307253	-0.090284488470154	0.0856679481626393	0.187043612037763	-0.348291544996296	-0.115897101120013	0.0282310423926251	-0.0285063994058047	-0.139085113518226	-0.0419763492113736	-0.00647978820646384	-0.0695357149422027	-0.0489309388083714	0.192473992815784	-0.108093713672826	-0.143194851941227	-0.13880660270077	-0.00276688314265199	-0.0821121036377834	0.0211001090587827	-0.116104226288817	0.0179446743250221	0.0864593284581659	-0.0950975950083007	-0.0388292132848305	0.105165765950788	0.00983786241178282	0.0210360533465675	0.00665594346715839	-0.0884108159318934	0.0231020389148768	-0.0130027194048816	-0.0356554583536799	0.0380717438378717	0.0727439837073208	0.0687745248761034	-0.0486399918280251	-0.0074886606940181	-0.0515687995628416	0.0277035161881734	-0.0415171368679626	0.0358540107363684	0.0462228926084576	0.065738181427845	0.0263068636335903	-0.0166193905967094	0.0544239972334957	0.0573729792478647	-0.0834817462946163	-0.129639532587323	-0.109799376717612	0.0091109912862373	0.05126725140239	-0.0580025981679666	0.100610054068507	0.0463501380275101	-0.0937065976563147	0.0198021205502807	-0.0516353643523857	0.0191613098673913	0.00837943763834055	0.0425691944337393	-0.0498966852926653	-0.0940940438348637	HC
HC2-7	-0.0638854778036442	-0.000692641637962313	0.0329013087474833	-0.0185521759028338	0.231942869222126	-0.133646775612565	0.0313338525076351	-0.00539785213103635	0.0339217758327148	-0.115918430058893	-0.0235392547700522	0.11771035802641	-0.475661517655846	0.0328088408463566	0.0512985290726257	-0.0143122239847228	0.00961552325258069	-0.0537230753122598	-0.0432858959356937	-0.00267462122698692	-0.122012027864667	-0.0631250561080092	0.0560591113109669	0.0964466782630646	-0.0629839771235057	-0.0458983720219263	-0.0945721200671052	-0.125029751671205	-0.0363150569263733	0.0818291143717555	-0.143223798530097	0.194679414690665	-0.0623457605430271	0.130070940815579	0.248732663736467	0.0550080856904964	-0.0487262253911307	-0.265002256151685	-0.107485716250647	-0.0110970384084267	0.137952373103263	-0.218351059190286	0.0371760026300478	-0.003561017341098	0.0152924947027523	0.0554419402657158	0.288865392985841	-0.0679345682852481	0.0233087673292524	-0.127395449390086	-0.159382204791503	-0.0600159894108838	0.0753268457738906	0.0613019587402985	0.0637032645632388	-0.0818805480744759	-0.120120234095238	0.0288909164304487	0.101512649210796	-0.0655188542603332	0.0970944845048041	0.0619486955290594	0.0730821023091572	0.0441160727742654	0.0262442930792665	0.0964375094522714	0.103283270721983	0.0937538560422898	-0.038595359940189	-0.0267305549611699	0.0574297561074234	0.0323668153679718	0.0934614568759688	0.03701694810408	0.0476977362218923	0.0964889502313	0.00175220657669023	-0.0161773673285244	-0.00738222549890372	-0.0166392416004128	0.0148652531526144	0.0534888729013056	0.000846138352335534	-0.00672784632424958	0.00774793753404058	-0.0562690815214016	-0.00408384801397321	-0.0031259105262718	0.0459134443648246	0.0352540300607084	0.0109252090612664	0.014912596682906	0.0143794177250227	0.0257782689147807	0.000402792534276264	0.0092652007914421	0.0176092748679273	0.0341816792076345	-0.0146806808110157	0.0109774254969233	-0.0238141885009242	0.0374928967686191	0.00553612919989148	-0.0217806725362228	0.00613097531124685	-0.0101306411750325	0.00805186083622803	0.00257647515974424	0.0101669992241756	0.00432952233997208	-0.021112554857546	-0.0134880063310963	0.0205406332176576	-0.0926518751182557	HC
HC2-9	-0.11215962966234	0.00225128026962891	0.098177154411818	0.243282416957904	-0.0764682621419654	0.02027618169569	0.00839611332444194	0.023696023596254	0.00262579822039658	0.126475129965889	0.0527341462664557	-0.0705437608397727	-0.0873135896824099	-0.00663870622800431	-0.0130783572387326	-0.039750796494942	-0.0464214257596157	-0.0436063126501885	0.0189846340482871	-0.0334917821256767	0.0680890186983646	-0.0691043735199909	0.0399864036970588	0.0649497709390843	0.021473844410682	0.0266662453381226	0.0590580046352537	0.00275385743992093	0.129250732980675	-0.15052137336073	0.0583563784664586	0.0495087821220599	0.0359943189324914	0.0996632748360723	0.0572245652942132	-0.0439886277459237	-0.0173247834735313	0.0366577749710215	-0.0684086451385918	-0.00956971943308823	0.00794981123190179	0.058647419055465	0.0782950327677823	0.137793491473056	0.0282789905491058	-0.0336715153556423	0.116577000030159	0.0490611248189863	-0.108709272229185	0.0716417395236681	0.0785153350201841	0.0028887124160381	0.0427583690742685	-0.0683038859824453	0.0523829087604923	0.016896072020017	-0.119495769410136	5.73111897771614e-05	-0.00344545047697514	0.113998259149763	-0.0257101850633217	0.0319448222535141	0.037604223119871	0.0617926626679294	-0.0258648453600379	0.0512643953213133	-0.116051596920058	0.109291020113118	0.0140473213836717	-0.0433919935833695	-0.0537698909147672	0.000949819678988364	-0.0407022704778812	0.103399669343329	0.0190259407772489	-0.170937377856669	-0.213867588010326	0.0543470861111556	-0.0180067252450364	0.0995847580373235	-0.00121763799804667	-0.105247827610363	0.189317066794558	0.163579516324013	0.183571022190293	-0.0581776023988318	0.154830205357145	0.106399276877473	-0.0271679767441211	-0.0299009436800061	-0.223166952605203	-0.0366261129717124	-0.074438737807491	0.160392548816753	-0.00173551055327319	0.101018299517375	-0.0296956176486544	-0.232520506777411	-0.0825755019639674	0.00195441536987692	0.160906123059564	0.104375236659651	0.147095751204027	-0.280901142361362	-0.0944808420136122	-0.0887739807176066	-0.117080454289608	0.216686766997139	0.0530562999062964	-0.00900189515322429	0.0211858230981794	-0.0890141464053551	-0.012977285561764	-0.0936001990088258	HC
HC3-1	-0.107371999561072	0.00143828246927521	0.0913797183717293	0.228931474874274	-0.0637924870942298	0.0131394122184422	0.0115951827273464	0.00579039925894856	0.00738047599223266	0.24090381150148	0.0832930280736835	-0.0058132465836893	-0.0778536109602702	-0.017972119951589	-0.0549030331071055	-0.0324209880469474	-0.0373755641786281	-0.0392898558391233	-0.0568778458866871	-0.0592116224884128	-0.000736312746311209	-0.0633820871220224	0.0202426894518823	0.0163399159871873	0.0670796419152669	-0.0643328877841866	-0.00644918354827457	-0.0321445802008483	0.033843602686551	0.0754633086329015	0.113317427944543	0.0149903701574888	-0.0132201055669768	0.00492167754783561	-0.0180460282709363	0.0478613954143879	0.0789643250953836	-0.0523572781637765	-0.0546970776195797	0.0193262187361496	-0.0605229746278503	-0.0185383094980672	0.0298634066543266	0.0952388802364492	0.0979300560777498	-0.010562055466938	0.148852119144514	0.00133837075802389	-0.149082931098218	0.124079547780616	-0.0582911626599064	0.0644973452774401	0.0343182280567372	-0.00337942428740607	-0.0281612994264154	0.136742207899768	-0.0313919723644038	-0.0217221502365661	-0.219784402866751	-0.160920248697064	-0.0527439282018234	0.00762367739649265	-0.0362176704767239	0.188489796238919	-0.0348603696880643	-0.0277109003357619	-0.0949164695562586	0.0392718374236984	0.0243781775647655	0.0857934908423839	0.0993744239964917	0.0249412616916547	-0.0242333598998685	0.0122359503756297	-0.18342096617613	-0.0721073101387321	-0.043467702508074	0.0798741417992841	-0.0389744504825983	-0.0927467353022612	-0.156085377502895	-0.0917751131086653	0.0469573031674457	-0.0295614803697777	-0.010415320661828	-0.00295722004347414	0.122512831587817	0.264242219826604	0.00638052053579525	0.0545251479211578	0.179734313388625	-0.0477057223084673	0.145242740259801	0.0666109282950329	0.0433729621542962	-0.036129357929379	0.0324519978923783	0.0504127469283245	-0.0873567655280517	0.0089470849357308	-0.121141951121594	-0.101750457467854	-0.11227600713233	0.326458839570368	0.0844159917278977	0.12118877365693	0.119535227067487	-0.264231864126399	0.0583211472896407	-0.0615414416265634	0.0492398430368934	0.0730692124284008	0.0118522556608283	-0.0948479991449242	HC
HC3-10	-0.0191068986271186	-0.0508025044317378	-0.0550779267470619	-0.0276773240820363	-0.0167228475938792	-0.003744240968302	-0.0294041856711	-0.0941107995317243	-0.0144652770335719	-0.140443767117314	0.365965066261843	0.202087924981637	0.187417691993576	-0.0103380287095934	-0.0873166930244647	-0.2250589642786	0.0284825969290818	0.0564448264337768	-0.0529577740982409	0.0531862195823235	0.046462736917261	0.0506304152555626	0.328816990732832	0.0910625586347278	0.00902194613227858	0.0319124936293529	0.0788725961274422	-0.0237963760682268	0.040527482235806	-0.135261364246936	-0.0956705222165729	-0.192503088906965	0.0790167726699087	0.0594091802718599	0.0550307039612282	-0.0186011844622276	0.218964945264173	-0.121403068316244	-0.00500542532495029	-0.226238828428248	0.0375070515924451	-0.0548522776831086	-0.0986838718112919	-0.168490638848265	-0.0329709076974821	0.0158102364060715	0.118609852033334	0.128545722715125	-0.124743607308959	0.0292867374004884	-0.0732715496476635	0.133554723906018	0.183207269736993	0.00354443246372812	0.0805354894465341	-0.109325981427529	0.172520043203398	-0.0357847805045685	0.0856863051660013	0.0522704011920785	0.0716010804212941	0.0355519786978109	-0.0451870265149667	0.067578899519455	0.00753024336493999	-0.08483950342153	-0.0716734315009129	-0.0411060879725834	0.042915495033727	0.0509218189972655	0.0649888963026625	-0.0898827392149577	0.0041399550837299	0.0520599173930484	-0.0133849213451188	-0.04008454490877	0.0426211950432418	0.0594317983332857	0.0680669446103148	0.0188087810839766	-0.00506609036683513	0.0865050454631296	0.0976523937449238	-0.0641975042102941	-0.0240095359029177	-0.102217908324448	0.034035051319303	-0.0481401373236508	0.0592741620949903	-0.123020336712367	0.00146158785016442	-0.0183095936549991	0.054473793401487	0.00971445522177096	0.0341279929857888	0.0513006463363813	-0.0516331453220916	0.0166344398780113	0.0159924772114092	-0.0295308122031318	0.063559697022762	-0.0225557428137399	0.0102507528122428	0.00523527426222112	-0.0152219253274221	-0.0181966573838816	0.0472649991982049	-0.0490307592001186	-0.0796036313600574	-0.0327872832289187	-0.0691468330186049	-0.0253603186984638	-0.0144386699076788	-0.0937087889138053	HC
HC3-11	-0.0678403073714809	0.0213577999640985	0.0507217296088619	-0.0158151906926416	0.221772135474213	-0.143443849546735	0.0401067756543228	0.00679306493927403	0.0261777718145212	-0.0857258264868547	0.00079322261832068	0.144293912083183	-0.398215144962937	0.106998367954186	0.0432767496810193	-0.0879470103751475	-0.0439180026497107	-0.102498033142542	0.0182120787781039	0.111176309575927	-0.0113051175884929	0.167095301610989	0.0166301927987561	0.092461245874781	0.117963987691406	-0.125325650526958	0.167739992690559	-0.152422616419735	-0.0765800593538132	0.044715545470174	-0.168234820024453	-0.0815061459327588	0.103840729907776	-0.143669969342299	0.0876837938893046	-0.03718288395589	-0.0178866027556302	-0.00170140989848326	0.029448690122819	-0.0877522014115566	-0.156438929788725	0.055480347924365	-0.0539692639163472	0.0351476243524329	-0.0356204744052831	-0.0848062115098454	-0.349129884426001	-0.029410193676164	0.0164502022280933	0.138850176356046	0.19089545279454	-0.0744105520579817	-0.0377109432249541	-0.136533205238525	-0.120447866790295	0.0170568331556971	0.165619038547372	-0.0300365088646815	-0.215310205335021	0.0879811527813685	-0.111783299910973	-0.0392358746981171	-0.0456996715422699	-0.110985114400788	-0.113087921708563	-0.0166919642581343	-0.101665395201119	-0.0471172569579595	-0.0329783238348217	0.0362296257272168	-0.051163873179613	-0.0233366892264367	-0.121711820518719	0.0349199770244914	-0.0490437666364783	-0.0821716962359241	-0.0150060046114277	0.0599824325726427	0.0682400714450929	0.0733133562007936	0.0195795546618315	-0.0303948475887454	0.061570276476414	-0.00153879590474122	-0.0526988587950897	0.0160434166928035	-0.0253945060016852	0.000796308809675869	0.0270702738889456	-0.00327907358688294	-0.00271761923996508	-0.0702833049752209	0.0186539060483165	-0.0124328128925797	-0.0265713617975102	0.0380928962278811	-0.00359297675383804	-0.0296800068089128	0.0385520836972578	-0.0544696161435399	0.031692601400887	-0.00504954307691343	0.00429514062957344	0.0247977999384764	-0.0159611148748879	0.00759588164328177	0.0247090545979055	-0.0164866330191783	0.0369096693606963	-0.0241222046169198	0.00259132449786143	0.0182919433264699	-0.0164029821692768	-0.0934313510177379	HC
HC3-12	-0.117951635284583	-0.0404776793728014	-0.174575216368	-0.0502875742326543	-0.0409127529664989	-0.00955557663702041	-0.157801139808439	0.107424169801144	-0.016948593762878	0.0209524581657843	-0.00843775041983553	-0.0964583868667272	-0.0619737307620441	0.111966382761189	0.00887726454080377	0.0552130438278143	-0.0559611222457674	0.030908046939237	-0.0298453231675072	0.0629039005795132	0.0621005048650116	0.0250756214199518	-0.0466854010618882	0.12393553826196	0.0488076672645287	0.00678842953378072	-0.0438818950390579	-0.0483712741947532	-0.012488413122277	0.0438420712134045	-0.00571301886099373	-0.0238886849171191	-0.0275053326871541	0.095842373500439	-0.0879436342979449	0.0425093845756932	0.098600368403035	-0.0910475469168502	-0.0750051899936771	0.029518193955392	0.0254697078443749	0.0133531796004817	-0.0286820553219956	-0.0142108020422525	-0.0444808343355917	0.0599743873662432	0.00639558123497139	-0.0828788921325519	-0.200280592617156	-0.130084177195743	0.188723305491004	-0.0519907001241457	-0.0220526392553107	-0.034394375759292	0.100614832230746	0.0796806224892917	-0.0506765875383888	-0.0363623731566214	0.0870707064610169	-0.0010455494714669	0.207909062605167	-0.0720083517029257	-0.0606767294424949	0.0784424892715806	0.0189706417325061	-0.0395807847353043	-0.188072035577065	-0.119704650493523	-0.125590005934313	0.00347789514016173	-0.200293267465011	-0.00221137714343353	-0.0276384669325687	-0.10757521889065	0.0202632906869869	-0.164982304637234	-0.0722011105268259	0.0717229949505171	-0.108709664065034	0.1045981834011	-0.211566492997031	0.0849950920466029	-0.116012041464696	0.132760151571057	-0.146052773009682	0.271782458299756	0.106749922557915	-0.0809804799261078	0.128932824107762	-0.105116470667141	-0.00932239426361807	0.117114479084876	0.0238488720102052	-0.109244157246819	0.158544019061863	-0.0213859555314567	0.224537040834862	0.141887764278114	0.0467193893993223	0.0183304556383676	-0.044236739115227	0.152944630417679	0.00490869515580124	-0.0903038070690139	-0.0377324163729051	-0.0941828121333566	0.0611845671245629	-0.0751880843753521	-0.0776314327303757	0.000790457082967039	0.0223982672905437	0.0593810239138219	-0.0126963937520579	-0.0940370356856916	HC
HC3-13	-0.0850724758181968	0.00270293318399624	0.0727642278339228	0.130687965710664	-0.0320612371427259	0.0092683225064973	-0.0142409107974212	-0.0509264965427497	0.0173045109987523	-0.264597147192382	-0.100907378192428	-0.0138137288489133	0.0910749748393256	0.0122360568707689	-0.016339409908641	-0.0641639127802198	0.0667939757113316	-0.136140479124436	-0.384485138825552	0.0829508565464135	-0.0357149970899274	-0.0493416477956307	0.078465703950814	-0.00343179571265526	0.0690881305124024	-0.174811594169246	-0.167881528909228	-0.0844688005189691	0.134859970008703	0.151607889946412	0.0434313188029169	-0.0778759822171393	0.139268459994374	-0.0308875455943507	-0.0848159338633545	0.0140282869962489	-0.00106072543077756	-0.0369821491599434	0.18034029036794	0.0345801591491269	-0.104868898101585	-0.103040820847195	-0.0577672094781105	0.00949750342014846	-0.00849381911919103	-0.046352842140905	-0.0792064565082104	-0.109542699484229	0.0284037825410638	0.0209614727565826	-0.0700188654180288	-0.00402589957082868	-0.0773528889398612	-0.0158364079846493	-0.0503337809309951	0.0103258448777979	0.0946537301404037	0.148300508232224	0.0733561297831148	-0.0154888244637448	0.0552179082202491	-0.0338570362965441	0.019403351546071	-0.0457691037698977	-0.0512007692103292	-0.0899467259629548	-0.055930195092678	-0.021234824615219	-0.110844338787976	-0.0846644168684327	0.00471492404116994	-0.0280283659305091	0.25295006222566	-0.0272657873115969	-0.0280570725483092	0.103564137070999	0.062172331070753	-0.0328856352139985	-0.057297161244497	0.00915071254963438	-0.12565446256261	0.059561383146461	-0.0650029979527823	0.177117816221595	0.086325012978859	-0.0585172629177533	0.0793990513322201	0.166954520562604	-0.153523968265662	-0.100083458753679	-0.0616255582534104	0.105997287544065	-0.166687251065521	-0.00912163811271234	0.106175355186663	-0.103474325117306	-0.00947443899764311	-0.137408798929391	-0.00981807016769914	0.0945688642472653	-0.0675512212874399	-0.0830196516262041	0.0697100224361171	-0.0636273509403577	0.0185136552637953	0.0760686257592232	-0.104217006187372	-0.0464434789948095	0.0380995878807134	-0.00868728165709842	0.0121214404320419	-0.0582972540511161	-0.00287282094670374	-0.0937738805219477	HC
HC3-14-L5	-0.0859803884461217	0.0144981380156425	0.0647740051777822	0.132112386064821	-0.00621769498512422	0.0188923103141291	-0.00166664050246489	-0.0494557121453047	-0.0339372293292507	-0.310573770820221	-0.131841008733372	-0.0583825831005084	0.133730789937376	-0.0258248820893695	0.0338078403524266	0.0174396755223869	0.025126892102256	-0.23616303911451	-0.255639189192265	0.0816461049780297	0.0449186591569907	-0.0507170606067316	0.0564206052944801	0.023015949921228	0.0695962119315009	-0.0530294006303659	-0.140880544786465	-0.0256939016373472	0.150027173391546	0.00855440034830407	-0.0233701658634522	-0.0436270288284557	0.0809789138874646	0.0807792728535648	-0.00285159793441879	-0.0777412400124254	0.00430191525660794	0.0947554977315019	-8.4568042165362e-05	0.0219558107512968	0.00814057951534296	0.0280361241118598	0.0231154658052755	0.0151865653537296	0.00809935536737953	-0.0412415587553533	0.0702038156436745	0.0104659453753739	0.0658910594687789	-0.0572556385466469	0.10596701841718	-0.0767372407238252	-0.0323588257211789	0.0655042158707356	0.0273974825084552	-0.0876197763151813	-0.178082945426604	0.0252371215129679	0.0900841548383198	0.244228380270456	-0.135001489551333	0.0329967357071762	0.0929049575285321	0.0447963200753393	0.0586723463174971	0.115708244829148	0.0659784599750535	-0.0119167309581734	0.127032660667205	-0.0424573589663957	-0.028301272158766	0.00606409966028856	-0.149488448306223	-0.0914571655551144	-0.0379470545407618	-0.174068319061389	-0.153876717708533	0.0639496272650013	0.0528127943903958	-0.118562979345796	0.0618416341914894	-0.0522597039750111	0.150248645663642	-0.153138037042092	-0.0488777694066409	0.075573204927377	-0.0714246948794785	-0.166678560075458	0.0380256463782503	0.182808251989895	0.149167516650364	-0.180130295453576	0.0966485196044554	-0.0465693864542536	-0.0964895867219729	0.0317151003766496	0.101582227467742	0.115440534679493	0.00280799511027845	-0.0433908157339121	0.0640053657500105	0.0440364550188129	-0.0792161308204061	0.0693259411110817	-0.0353819506666139	-0.0537172950487286	0.0936647278273562	-0.0769101938995241	-0.0437442074380972	-0.00573865424819798	0.0182003862839864	0.0934294347665305	-0.0272693773752086	-0.0929130361572822	HC
HC3-16	-0.0756772244456897	0.0271279934949602	0.211121908649319	-0.218239415047724	-0.0929938025258936	0.038196074241716	0.0173289579620756	-0.0117864971492351	-0.00981331975183772	0.0462173378425439	-0.0195978474539479	0.00366537212250505	-0.0206161340572263	0.0029455114342955	-0.0500894914132503	0.00806075899451272	0.111836263501768	0.0607815653642466	-0.110552303999217	-0.0323555981091088	-0.0583351478348699	0.0678466139028493	0.00365513219908785	0.107420720850576	-0.147719979133874	0.0613686255178185	0.126318289181544	0.0424945300124961	0.144118542404727	-0.00363531028426665	-0.0805686647417909	0.0442151225190518	-0.0995293501275914	-0.0670575220209927	-0.0116675800986651	0.00224876298583038	0.00869552064268083	0.00911108034692344	-0.0442868381709668	0.103098128044756	-0.244959024764557	0.000978922207087118	0.0843240759661035	-0.103249922054506	-0.00562136229531654	-0.0651427853111412	-0.000608302555351388	0.10426806328669	-0.105538798219578	-0.0105889259742118	-0.0495003465918753	-0.0648467426797639	0.0220148413387489	-0.000126443908014803	-0.106560387896825	0.0725319764163811	0.0300710203953655	0.0231173555513541	0.0976265456119116	0.0401243968910101	0.0345536623475581	-0.0248435210138205	0.0158772154877545	0.0244359441651862	0.0517244231071773	0.0687616979845285	0.0936922150206619	0.0598038680491694	-0.132676152531386	0.0120945356671778	0.11291761004121	-0.0210733133503493	-0.0278115861240702	0.0143140034992927	-0.0958312509008495	-0.0249918311634547	0.000153507416067332	0.00780224761985344	0.166239476926556	-0.000737931735557444	-0.0575198073874639	-0.109600861846238	0.0352580127110237	-0.0987317090215877	0.0382105634200082	0.0743676097604754	0.0974069874346185	-0.0986070057285845	-0.117408012249764	-0.00133954049538269	-0.0711966560266324	0.173610240345888	-0.115898988122809	-0.243163338319758	-0.20169989552496	0.134848810994739	-0.0672699271774303	-0.0941610974266003	-0.170182213052874	-0.097168475553896	-0.203368858178007	0.335789978727047	0.0412788485790236	-0.015726889496252	-0.0121986013372797	0.0554762842652413	0.0221523968679592	-0.207018738955676	-0.06245607376799	-0.00910466630198831	0.0265974717478492	-0.0195336360528695	0.0514380963557983	-0.0938294708587846	HC
HC3-18	-0.0937876247496444	-0.0305737543925784	-0.11175580413817	-0.0497254186882122	-0.0222580785108839	0.0101690992324842	0.0361638713972132	-0.0793166623829076	0.00600985192823455	-0.0616210668529149	0.206614595954317	0.172449149262283	0.0989696722053192	-0.085356624554016	-0.286325923496958	0.0232623728518894	-0.130144787069053	0.126650052375211	-0.0173060511544264	0.259723205010387	0.0154508874572896	0.149219621406629	0.352991398589926	-0.140761147174711	-0.0395031807070601	0.0955071561967596	0.0890972080423976	-0.0115753912127994	-0.0253149392692898	-0.0190292743119912	-0.0104974985415207	0.12227439425902	-0.00281311757056978	-0.17784295322642	0.160378826206116	0.0642984896329412	-0.0357955854847387	0.101450976343257	0.0024216086626317	0.224307338822088	0.0982703121076332	0.011261799112722	0.22368979522376	0.238604403765569	0.043784124127101	0.0916963982803497	-0.0593282013685057	-0.140750536784855	0.118966129030379	-0.0961099552779769	0.0027670959161464	-0.200580526030034	-0.0164841238024416	0.0509488707749336	-0.00479212356395233	0.0223708781772084	-0.0996360603742912	0.0158825178430079	-0.0667950661952901	-0.0161008574736566	-0.0179246707265288	-0.0408813868377576	0.0525736924188358	-0.0280211688096324	0.0194190538685966	0.0683509680776579	-0.00434274230654078	0.0252286738376362	-0.0236478446269123	-0.0151607774700703	-0.0248534501088648	-0.0100011799138025	-0.0129126217582026	-0.053977333940096	-0.0228121599833084	-0.053277482853174	0.00899076086884281	0.0907943044070926	-0.132643315982837	-0.0252144589429777	0.0400405878868082	-0.0852063383787516	-0.130807144434713	0.0281665275984074	0.0570376786981896	0.0802375003638439	0.0329063989649657	0.0327265864490496	-0.0317853351895014	0.00858138635260245	0.0667117883053604	0.0415161265126888	-0.0119874535897183	-0.0275076363949681	0.0063175385954586	0.0488199161536926	0.0752283819641466	-0.0455998977072277	-0.0208558677317821	0.0741685001607431	-0.0278222168865738	-0.0220146069246971	-0.0145285812385072	-0.0116983129099189	0.0292871854452107	0.0637961475091529	-0.0247630705450544	0.0182858179368373	0.0491355063330873	0.065413598003148	-0.0328212257360221	0.013905053543528	-0.00964439750985492	-0.0943395311567385	HC
