Quant_Varia	contig	start.bin	end.bin	Pst_Values
Contig102755_0_1553	Contig102755	0	1553	0.671797531149588
Contig102766_0_10000	Contig102766	0	10000	0.0735699938290138
Contig102766_10000_13881	Contig102766	10000	13881	0.749767613836097
Contig10277_0_1104	Contig10277	0	1104	0.575555253552842
Contig102772_0_7496	Contig102772	0	7496	0.199520010364664
Contig102774_0_5531	Contig102774	0	5531	0.0157064686524985
Contig102815_0_10000	Contig102815	0	10000	0.200712768271702
Contig10282_0_3528	Contig10282	0	3528	0.219755496577636
Contig102823_0_1286	Contig102823	0	1286	0.0692714689093414
Contig102830_0_8014	Contig102830	0	8014	0.631693989071038
Contig102838_0_9285	Contig102838	0	9285	0.417893209031841
Contig102845_0_1635	Contig102845	0	1635	0.175627208865487
Contig102850_10000_12436	Contig102850	10000	12436	0.394960236825547
Contig102851_0_2608	Contig102851	0	2608	0.791390933407858
Contig102854_0_4443	Contig102854	0	4443	0.420354508962518
Contig102856_0_8791	Contig102856	0	8791	0.189759357597781
Contig102863_0_3353	Contig102863	0	3353	0.103701775683585
Contig102867_0_6100	Contig102867	0	6100	0.165515685039291
Contig102873_0_1465	Contig102873	0	1465	0.56237110938779
Contig102881_0_4495	Contig102881	0	4495	0.490816911097498
Contig102892_0_1699	Contig102892	0	1699	0.118058037358067
Contig102893_0_5256	Contig102893	0	5256	0.505028141475063
Contig1029_0_10000	Contig1029	0	10000	0.155022879482306
Contig1029_10000_20000	Contig1029	10000	20000	0.526194670212995
Contig102900_0_9271	Contig102900	0	9271	0.237663556709841
Contig102902_0_2456	Contig102902	0	2456	0.708233223491
Contig102929_0_3977	Contig102929	0	3977	0.767109521723692
Contig102931_10000_18140	Contig102931	10000	18140	0.0911878038119547
Contig102971_0_3425	Contig102971	0	3425	0.504049892914878
Contig102976_0_4132	Contig102976	0	4132	0.577685622664912
Contig102983_0_10000	Contig102983	0	10000	1
Contig102983_10000_19586	Contig102983	10000	19586	0.320446179328957
Contig102992_0_8943	Contig102992	0	8943	0.00204484354720181
Contig102994_0_2276	Contig102994	0	2276	0.158497945526287
Contig102998_0_3760	Contig102998	0	3760	0.750826480413629
Contig103017_0_10000	Contig103017	0	10000	0.191184219166792
Contig103018_0_4579	Contig103018	0	4579	0.847330142854635
Contig103019_0_1197	Contig103019	0	1197	0.0643126093113792
Contig10302_0_2761	Contig10302	0	2761	0.0297827057323683
Contig103020_0_10000	Contig103020	0	10000	0.0351908068297163
Contig103029_0_10000	Contig103029	0	10000	0.250801019983662
Contig103037_0_1942	Contig103037	0	1942	0.823133724388013
Contig103049_0_8510	Contig103049	0	8510	0.0107993212736376
Contig103052_0_4638	Contig103052	0	4638	0.0416449974849148
Contig103065_0_4115	Contig103065	0	4115	0.110292664354541
Contig103072_0_1651	Contig103072	0	1651	0.186645809632077
Contig103090_10000_12809	Contig103090	10000	12809	0.0865382979866278
Contig103092_0_10000	Contig103092	0	10000	0.0480078785282779
Contig103096_0_3133	Contig103096	0	3133	0.12570224166098
Contig1031_10000_20000	Contig1031	10000	20000	0.0639165428863502
Contig1031_20000_30000	Contig1031	20000	30000	0.148563026853447
Contig1031_30000_40000	Contig1031	30000	40000	0.274481982402549
Contig103147_0_8959	Contig103147	0	8959	0.849183028848205
Contig103153_0_10000	Contig103153	0	10000	0.568063984397251
Contig103154_0_2089	Contig103154	0	2089	0.0136589728673323
Contig103163_0_1383	Contig103163	0	1383	0.744156719024321
Contig103180_0_1295	Contig103180	0	1295	0.00272932736305333
Contig103186_0_4567	Contig103186	0	4567	0.104133406113709
Contig103197_0_2232	Contig103197	0	2232	0.371078780072515
Contig103208_0_2426	Contig103208	0	2426	0.999872080667979
Contig103214_0_2771	Contig103214	0	2771	0.0850410785955814
Contig103221_0_2622	Contig103221	0	2622	0.10617291499012
Contig103223_10000_14834	Contig103223	10000	14834	0.169839121533628
Contig103235_0_1539	Contig103235	0	1539	0.215340146800446
Contig103236_0_2066	Contig103236	0	2066	0.0547398719497148
Contig103237_0_3528	Contig103237	0	3528	0.550837148812563
Contig103238_0_5654	Contig103238	0	5654	0.627447359078699
Contig103270_0_5897	Contig103270	0	5897	0.287376815525871
Contig103281_0_2692	Contig103281	0	2692	0.778681770034331
Contig10331_0_1470	Contig10331	0	1470	0.244135763534881
Contig103311_0_10000	Contig103311	0	10000	0.48804240207956
Contig103311_10000_11639	Contig103311	10000	11639	0.0259677104419547
Contig103322_0_1447	Contig103322	0	1447	0.328703265358984
Contig103323_0_4707	Contig103323	0	4707	0.60508826689992
Contig103335_0_7148	Contig103335	0	7148	0.0999462393773166
Contig103346_0_10000	Contig103346	0	10000	0.731543542216691
Contig103363_0_1202	Contig103363	0	1202	0.355583568520995
Contig103372_0_1525	Contig103372	0	1525	0.0945840013837397
Contig103379_10000_18696	Contig103379	10000	18696	0.22272548403995
Contig103381_0_10000	Contig103381	0	10000	0.564570186002833
Contig103395_0_1758	Contig103395	0	1758	0.347581605567873
