Quant_Varia	contig	start.bin	end.bin	Pst_Values
Contig100691_8000_8538	Contig100691	8000	8538	0.0188795032121047
Contig100706_0_1000	Contig100706	0	1000	0.00702240933216502
Contig100728_1000_1940	Contig100728	1000	1940	0.212944270294644
Contig10074_5000_6000	Contig10074	5000	6000	0.251312849756899
Contig100743_10000_11000	Contig100743	10000	11000	0.513177756897547
Contig100745_0_1000	Contig100745	0	1000	0.0831192388914764
Contig100764_0_1000	Contig100764	0	1000	0.569308559373729
Contig10077_0_1000	Contig10077	0	1000	0.472914898687784
Contig100771_1000_1852	Contig100771	1000	1852	0.343114484406881
Contig100776_1000_2000	Contig100776	1000	2000	0.00574856092379048
Contig100807_3000_4000	Contig100807	3000	4000	0.0655670558807694
Contig100831_4000_5000	Contig100831	4000	5000	0.602288032430128
Contig100843_8000_8916	Contig100843	8000	8916	0.192436826294398
Contig100844_2000_3000	Contig100844	2000	3000	0.527614532358854
Contig100964_9000_9866	Contig100964	9000	9866	0.331709578579481
Contig100988_3000_4000	Contig100988	3000	4000	0.506564003543566
Contig100994_3000_4000	Contig100994	3000	4000	0.740736592058462
Contig100994_4000_5000	Contig100994	4000	5000	0.106890145416728
Contig1010_26000_27000	Contig1010	26000	27000	0.560692605820106
Contig101063_0_1000	Contig101063	0	1000	0.345614022067468
Contig101093_0_1000	Contig101093	0	1000	0.0754180526472581
Contig101118_0_1000	Contig101118	0	1000	0.476099988209782
Contig101130_0_1000	Contig101130	0	1000	0.289368914619847
Contig101138_14000_15000	Contig101138	14000	15000	0.0221651936473455
Contig101153_3000_4000	Contig101153	3000	4000	0.0142689857869872
Contig10117_4000_5000	Contig10117	4000	5000	0.0512787574778887
Contig101226_1000_2000	Contig101226	1000	2000	0.317469254922493
Contig101233_1000_2000	Contig101233	1000	2000	0.527024429861672
Contig10126_0_1000	Contig10126	0	1000	0.0209672230820536
Contig1013_13000_14000	Contig1013	13000	14000	0.377037926892054
Contig1013_18000_19000	Contig1013	18000	19000	0.0172219569940594
Contig1013_21000_22000	Contig1013	21000	22000	0.0749501234409779
Contig101300_15000_16000	Contig101300	15000	16000	0.366031805756908
Contig101333_4000_5000	Contig101333	4000	5000	0.712270890827424
Contig101346_3000_3803	Contig101346	3000	3803	0.153328801161466
Contig101375_2000_3000	Contig101375	2000	3000	0.62531250762488
Contig101375_3000_4000	Contig101375	3000	4000	0.148068491769173
Contig101377_3000_4000	Contig101377	3000	4000	7.40027410296366e-05
Contig10144_0_1000	Contig10144	0	1000	0.0527498906783806
Contig10144_5000_6000	Contig10144	5000	6000	0.0170434227479546
Contig10144_6000_7000	Contig10144	6000	7000	0.399286541382553
Contig101488_0_1000	Contig101488	0	1000	0.623424503981696
Contig101497_0_1000	Contig101497	0	1000	0.0768130313696572
Contig101518_1000_1893	Contig101518	1000	1893	0.50313999832574
Contig101541_7000_8000	Contig101541	7000	8000	0.429244090785179
Contig101546_0_1000	Contig101546	0	1000	0.0322902372325903
Contig10157_0_1000	Contig10157	0	1000	0.0077787444091199
Contig101603_2000_3000	Contig101603	2000	3000	0.518224338108977
Contig101620_2000_2761	Contig101620	2000	2761	0.366124248661408
Contig101656_1000_2000	Contig101656	1000	2000	0.0473614241955775
Contig101656_3000_4000	Contig101656	3000	4000	0.80535395537471
Contig101661_0_1000	Contig101661	0	1000	0.0679476220972598
Contig101661_1000_2000	Contig101661	1000	2000	0.329974762668171
Contig101661_2000_3000	Contig101661	2000	3000	0.203358300762221
Contig101661_3000_4000	Contig101661	3000	4000	0.406133092989424
Contig101695_1000_2000	Contig101695	1000	2000	0.0275343390293476
Contig101724_3000_4000	Contig101724	3000	4000	0.180660391239362
Contig101733_1000_2000	Contig101733	1000	2000	0.481965186567172
Contig101734_2000_3000	Contig101734	2000	3000	0.010222105640918
Contig101756_6000_7000	Contig101756	6000	7000	0.127572124938783
Contig101756_7000_7317	Contig101756	7000	7317	0.450978498521028
Contig101771_0_1000	Contig101771	0	1000	0.0112882395488315
Contig101771_1000_2000	Contig101771	1000	2000	0.233940765581317
Contig101794_3000_4000	Contig101794	3000	4000	0.0837994797348166
Contig101798_3000_4000	Contig101798	3000	4000	1.6630810816616e-07
Contig101809_3000_4000	Contig101809	3000	4000	0.510527053715691
Contig101853_9000_9628	Contig101853	9000	9628	6.34821075790559e-05
Contig101875_0_1000	Contig101875	0	1000	0.0850124055171987
Contig1019_11000_12000	Contig1019	11000	12000	0.056320563178787
Contig1019_5000_6000	Contig1019	5000	6000	0.184147278701048
Contig1019_6000_7000	Contig1019	6000	7000	0.18854249601724
Contig1019_9000_10000	Contig1019	9000	10000	0.123653383141148
Contig101985_10000_11000	Contig101985	10000	11000	0.160232770670948
Contig102033_0_1000	Contig102033	0	1000	0.505111456858728
Contig10207_1000_1705	Contig10207	1000	1705	9.18550963529193e-05
Contig102083_3000_3384	Contig102083	3000	3384	0.106275892716078
Contig102103_0_1000	Contig102103	0	1000	0.593169338282956
Contig102110_15000_16000	Contig102110	15000	16000	0.265620010244315
Contig102110_9000_10000	Contig102110	9000	10000	0.364469565354231
Contig102127_4000_5000	Contig102127	4000	5000	0.0345895357376635
Contig102154_1000_2000	Contig102154	1000	2000	0.199801606625975
Contig102154_2000_2145	Contig102154	2000	2145	0.0411768959998952
Contig102167_1000_2000	Contig102167	1000	2000	0.0181140495017459
Contig102182_1000_2000	Contig102182	1000	2000	0.0788469639072444
Contig102182_2000_3000	Contig102182	2000	3000	0.535941003618537
Contig102196_0_1000	Contig102196	0	1000	0.0989861509705823
Contig1022_7000_8000	Contig1022	7000	8000	0.116902728777768
Contig102218_0_1000	Contig102218	0	1000	0.0228223175975689
Contig102218_5000_5898	Contig102218	5000	5898	0.155514078520653
Contig102283_2000_3000	Contig102283	2000	3000	0.0761096895661537
Contig102297_2000_3000	Contig102297	2000	3000	0.0511108304510971
Contig1023_14000_15000	Contig1023	14000	15000	0.749988475961646
Contig102325_6000_7000	Contig102325	6000	7000	0.0693353822297167
Contig102330_6000_7000	Contig102330	6000	7000	0.567721439856104
Contig10234_2000_3000	Contig10234	2000	3000	0.617940916971672
Contig102366_0_1000	Contig102366	0	1000	0.0642890412177899
Contig102378_0_1000	Contig102378	0	1000	0.0649866148159172
Contig102394_2000_3000	Contig102394	2000	3000	0.00739335353942297
Contig1024_1000_2000	Contig1024	1000	2000	0.430157119155501
Contig1024_10000_11000	Contig1024	10000	11000	0.438430726575655
Contig1024_6000_7000	Contig1024	6000	7000	0.940411763985998
Contig1024_8000_9000	Contig1024	8000	9000	0.00102201142382742
Contig102459_0_1000	Contig102459	0	1000	0.0666655566187713
Contig102480_0_1000	Contig102480	0	1000	0.0449434196262442
Contig102518_6000_7000	Contig102518	6000	7000	0.658477048526294
Contig102570_0_1000	Contig102570	0	1000	0.19986047098712
Contig102588_3000_4000	Contig102588	3000	4000	0.236722379753078
Contig10259_6000_7000	Contig10259	6000	7000	0.243972095905816
Contig102652_2000_3000	Contig102652	2000	3000	0.0213132056649769
Contig102657_0_1000	Contig102657	0	1000	0.262715779904006
Contig10269_1000_2000	Contig10269	1000	2000	0.654433557754979
Contig102698_0_1000	Contig102698	0	1000	0.510843784873446
Contig102698_1000_2000	Contig102698	1000	2000	0.134541252883898
Contig102698_2000_3000	Contig102698	2000	3000	0.199858525212621
Contig102698_4000_5000	Contig102698	4000	5000	0.420153088880257
Contig102733_0_1000	Contig102733	0	1000	0.0556482081090871
Contig102755_0_1000	Contig102755	0	1000	0.910009584947507
Contig102766_1000_2000	Contig102766	1000	2000	0.0516076966133274
Contig102772_5000_6000	Contig102772	5000	6000	0.221602605565329
Contig102815_0_1000	Contig102815	0	1000	0.206251788169141
Contig102815_1000_2000	Contig102815	1000	2000	0.198383080836768
Contig102838_1000_2000	Contig102838	1000	2000	0.00506411827715763
Contig102900_3000_4000	Contig102900	3000	4000	0.0672286553138961
Contig102902_2000_2456	Contig102902	2000	2456	0.110014352832344
Contig102994_0_1000	Contig102994	0	1000	0.345147466704072
Contig102998_1000_2000	Contig102998	1000	2000	0.275936351631115
Contig102998_2000_3000	Contig102998	2000	3000	0.858401074236069
Contig103018_2000_3000	Contig103018	2000	3000	0.010442319355692
Contig103019_0_1000	Contig103019	0	1000	0.645958300806055
Contig103019_1000_1197	Contig103019	1000	1197	0.573800335301385
Contig103020_4000_5000	Contig103020	4000	5000	0.332324453000786
Contig103052_3000_4000	Contig103052	3000	4000	0.0463771856967808
Contig103096_1000_2000	Contig103096	1000	2000	0.119770312168585
Contig1031_14000_15000	Contig1031	14000	15000	0.53778416153111
Contig103147_8000_8959	Contig103147	8000	8959	0.0911722381892162
Contig103154_1000_2000	Contig103154	1000	2000	0.275218336785696
Contig103180_0_1000	Contig103180	0	1000	0.0731204005035253
Contig103186_2000_3000	Contig103186	2000	3000	0.784826533033591
Contig103186_3000_4000	Contig103186	3000	4000	0.684439461793687
Contig103223_10000_11000	Contig103223	10000	11000	0.374365975366731
Contig103311_9000_10000	Contig103311	9000	10000	0.41399991596239
Contig103363_0_1000	Contig103363	0	1000	0.312246469321275
Contig1034_23000_24000	Contig1034	23000	24000	0.250911159399987
Contig103405_0_1000	Contig103405	0	1000	0.441548741825848
Contig103455_4000_5000	Contig103455	4000	5000	0.356247789734646
Contig103456_3000_4000	Contig103456	3000	4000	0.490764817949979
Contig103483_2000_3000	Contig103483	2000	3000	0.123174196699934
Contig103503_7000_8000	Contig103503	7000	8000	0.829312990498659
Contig10351_1000_1410	Contig10351	1000	1410	0.239994842510114
Contig103542_1000_2000	Contig103542	1000	2000	0.180197656378715
Contig103587_0_1000	Contig103587	0	1000	0.107033666653455
Contig103596_5000_6000	Contig103596	5000	6000	0.154584721973296
Contig103618_2000_3000	Contig103618	2000	3000	0.272229513447462
Contig103638_1000_2000	Contig103638	1000	2000	0.00182730972199382
Contig103645_2000_3000	Contig103645	2000	3000	0.0246165274440627
Contig103645_4000_5000	Contig103645	4000	5000	0.106320618800433
Contig103678_2000_2429	Contig103678	2000	2429	0.254336502927393
Contig103686_0_1000	Contig103686	0	1000	0.379179916650157
Contig103727_7000_8000	Contig103727	7000	8000	0.151981692362841
Contig10373_0_1000	Contig10373	0	1000	0.709857136125453
Contig103771_0_1000	Contig103771	0	1000	0.0228169331930761
Contig103814_2000_3000	Contig103814	2000	3000	0.0443778434482928
Contig103883_11000_12000	Contig103883	11000	12000	0.217278483216802
Contig103951_3000_4000	Contig103951	3000	4000	0.186055933337647
Contig103977_4000_5000	Contig103977	4000	5000	0.27642309087553
Contig104009_1000_2000	Contig104009	1000	2000	0.165399430283035
Contig104029_1000_2000	Contig104029	1000	2000	0.000237308729164268
Contig104047_0_1000	Contig104047	0	1000	0.0120691507075089
Contig104064_2000_3000	Contig104064	2000	3000	0.33739936572692
Contig104139_0_1000	Contig104139	0	1000	0.55000910069404
Contig104145_10000_11000	Contig104145	10000	11000	0.211131882148461
Contig104145_15000_16000	Contig104145	15000	16000	0.254012820796059
Contig104145_17000_18000	Contig104145	17000	18000	0.00385317152574216
Contig104149_4000_5000	Contig104149	4000	5000	0.0595257410385124
Contig104178_12000_13000	Contig104178	12000	13000	0.27958954862165
Contig104198_11000_12000	Contig104198	11000	12000	0.666352195411312
Contig104198_7000_8000	Contig104198	7000	8000	0.32325384660384
Contig104217_0_1000	Contig104217	0	1000	0.471257560555908
Contig104288_1000_2000	Contig104288	1000	2000	0.616079784078988
Contig104365_1000_2000	Contig104365	1000	2000	0.215743395038507
Contig104449_9000_9919	Contig104449	9000	9919	0.00882193807990059
Contig104531_8000_8783	Contig104531	8000	8783	0.86695074729653
Contig104544_4000_5000	Contig104544	4000	5000	0.252811671820325
Contig104545_2000_3000	Contig104545	2000	3000	0.494538970519233
Contig10457_0_1000	Contig10457	0	1000	0.557351352943826
Contig104572_3000_4000	Contig104572	3000	4000	0.557351427576359
Contig104579_3000_4000	Contig104579	3000	4000	0.817310348728403
Contig104598_4000_4299	Contig104598	4000	4299	0.0686793419590167
Contig1046_23000_24000	Contig1046	23000	24000	0.21845744436887
Contig1046_24000_25000	Contig1046	24000	25000	0.0534285439722096
Contig104639_10000_10879	Contig104639	10000	10879	0.386043316628709
Contig104643_0_1000	Contig104643	0	1000	0.68753080602132
Contig104643_6000_7000	Contig104643	6000	7000	0.762639077744847
Contig104683_0_1000	Contig104683	0	1000	0.104838714269413
Contig104733_9000_10000	Contig104733	9000	10000	0.255164370696545
Contig104754_2000_3000	Contig104754	2000	3000	0.0915434240261289
Contig104759_0_1000	Contig104759	0	1000	0.0451370152467093
Contig104763_4000_5000	Contig104763	4000	5000	0.49917405151304
Contig104775_3000_4000	Contig104775	3000	4000	0.489358760741193
Contig104775_4000_5000	Contig104775	4000	5000	0.00107737835541359
Contig104789_1000_2000	Contig104789	1000	2000	0.0133989169071056
Contig104798_8000_9000	Contig104798	8000	9000	0.754023300148425
Contig104804_3000_3555	Contig104804	3000	3555	2.9084953799696e-05
Contig104831_1000_2000	Contig104831	1000	2000	0.303762044247338
Contig104947_3000_4000	Contig104947	3000	4000	0.358960040314255
Contig104975_1000_2000	Contig104975	1000	2000	0.361556252874225
Contig104975_2000_3000	Contig104975	2000	3000	0.0772880541647416
Contig104987_0_1000	Contig104987	0	1000	0.274413131823871
Contig105_30000_31000	Contig105	30000	31000	0.0174317839432426
Contig1050_22000_23000	Contig1050	22000	23000	0.207025946372873
Contig1050_7000_8000	Contig1050	7000	8000	0.0611588707062129
Contig105008_7000_7122	Contig105008	7000	7122	0.00653117454159257
Contig105009_6000_7000	Contig105009	6000	7000	0.00619652762047554
Contig105035_8000_9000	Contig105035	8000	9000	0.0500353416974082
Contig105054_2000_3000	Contig105054	2000	3000	0.125572561938397
Contig10507_10000_11000	Contig10507	10000	11000	0.755750461619314
Contig10507_4000_5000	Contig10507	4000	5000	0.0118204890493431
Contig10507_5000_6000	Contig10507	5000	6000	0.161459113780454
Contig10507_6000_7000	Contig10507	6000	7000	0.620692866326663
Contig10507_9000_10000	Contig10507	9000	10000	0.339416330005467
Contig1051_7000_8000	Contig1051	7000	8000	0.166949837817524
Contig105156_5000_6000	Contig105156	5000	6000	0.100090423170029
Contig105226_1000_1779	Contig105226	1000	1779	0.247294131315941
Contig105317_1000_2000	Contig105317	1000	2000	0.536110610823616
Contig105321_2000_2611	Contig105321	2000	2611	0.340086365596394
Contig105363_1000_2000	Contig105363	1000	2000	0.00098793440455632
Contig1054_15000_16000	Contig1054	15000	16000	0.130642358754249
Contig105406_1000_2000	Contig105406	1000	2000	0.19770646727746
Contig105417_0_1000	Contig105417	0	1000	0.245384697290168
Contig105417_3000_4000	Contig105417	3000	4000	0.605718095187675
Contig105425_6000_7000	Contig105425	6000	7000	0.142364997196852
Contig105431_0_1000	Contig105431	0	1000	0.0146119398356195
Contig105442_1000_2000	Contig105442	1000	2000	0.249684509705369
Contig105447_1000_2000	Contig105447	1000	2000	0.191614439390262
Contig105481_0_1000	Contig105481	0	1000	0.287478328214273
Contig105508_0_1000	Contig105508	0	1000	0.0192318040430251
Contig105563_0_1000	Contig105563	0	1000	0.000787515164844303
Contig105564_0_1000	Contig105564	0	1000	0.888852349029997
Contig105675_2000_3000	Contig105675	2000	3000	0.73824968967249
Contig105685_1000_1931	Contig105685	1000	1931	0.0592423363037532
Contig105734_6000_7000	Contig105734	6000	7000	0.417604305789394
Contig10576_1000_1625	Contig10576	1000	1625	0.552518294268543
Contig105825_0_1000	Contig105825	0	1000	0.277747501239298
Contig105888_1000_1794	Contig105888	1000	1794	0.360945482370921
Contig1059_24000_25000	Contig1059	24000	25000	5.31368980043827e-05
Contig1059_25000_26000	Contig1059	25000	26000	0.434154377022733
Contig1059_26000_27000	Contig1059	26000	27000	0.58036204059243
Contig1059_31000_32000	Contig1059	31000	32000	0.0058530557644591
Contig105915_5000_6000	Contig105915	5000	6000	0.00774879421636861
Contig10592_0_1000	Contig10592	0	1000	0.251321574339983
Contig10592_1000_1534	Contig10592	1000	1534	0.00516414504156526
Contig105922_8000_9000	Contig105922	8000	9000	0.333333333333333
Contig10599_0_1000	Contig10599	0	1000	0.198855547034583
Contig105999_0_1000	Contig105999	0	1000	0.656910408604116
Contig106_15000_16000	Contig106	15000	16000	0.0345941292122061
Contig106048_4000_4276	Contig106048	4000	4276	0.438412004979634
Contig106058_1000_2000	Contig106058	1000	2000	0.203056739156795
Contig106082_2000_3000	Contig106082	2000	3000	0.0519297892334395
Contig106094_1000_2000	Contig106094	1000	2000	0.198290760077762
Contig106107_3000_4000	Contig106107	3000	4000	0.463036842607279
Contig106158_1000_2000	Contig106158	1000	2000	0.167382744077812
Contig106167_1000_2000	Contig106167	1000	2000	0.440177112607326
Contig106201_1000_1596	Contig106201	1000	1596	0.142341371248547
Contig106322_1000_2000	Contig106322	1000	2000	0.0428925506180554
Contig106349_2000_2661	Contig106349	2000	2661	0.118857032979884
Contig106359_0_1000	Contig106359	0	1000	0.0401271021092057
Contig106480_0_1000	Contig106480	0	1000	0.550664265128123
Contig1065_22000_23000	Contig1065	22000	23000	0.414998108388578
Contig1065_23000_24000	Contig1065	23000	24000	0.249478026215392
Contig106534_0_1000	Contig106534	0	1000	0.368658263687396
Contig10655_2000_2306	Contig10655	2000	2306	0.520729605141316
Contig106571_1000_2000	Contig106571	1000	2000	0.361507766938939
Contig106574_4000_4765	Contig106574	4000	4765	0.19452108682477
Contig10662_0_1000	Contig10662	0	1000	0.113443825547291
Contig106623_3000_3126	Contig106623	3000	3126	0.0498240806096205
Contig106672_3000_4000	Contig106672	3000	4000	0.148235918904856
Contig106684_4000_5000	Contig106684	4000	5000	0.363541670575656
Contig106692_0_1000	Contig106692	0	1000	0.224447150493527
Contig1067_12000_13000	Contig1067	12000	13000	0.44439070543922
Contig1067_13000_14000	Contig1067	13000	14000	0.415650872327111
Contig106712_0_1000	Contig106712	0	1000	0.215547783267977
Contig106713_3000_4000	Contig106713	3000	4000	0.307070322753455
Contig106821_0_1000	Contig106821	0	1000	0.412074678375529
Contig1069_18000_19000	Contig1069	18000	19000	0.0261613035163725
Contig106905_5000_6000	Contig106905	5000	6000	0.038458767562665
Contig106929_5000_6000	Contig106929	5000	6000	0.561242190242275
Contig106929_6000_7000	Contig106929	6000	7000	0.162182082610157
Contig106929_8000_9000	Contig106929	8000	9000	0.550827240141353
Contig106946_1000_2000	Contig106946	1000	2000	0.21762362145669
Contig106986_1000_1833	Contig106986	1000	1833	0.242405608782855
Contig107_15000_16000	Contig107	15000	16000	0.155566474153467
Contig107_42000_43000	Contig107	42000	43000	0.532237407660184
Contig107063_1000_2000	Contig107063	1000	2000	0.274669293617141
Contig107072_0_1000	Contig107072	0	1000	3.72402428948456e-06
Contig107074_0_1000	Contig107074	0	1000	0.0415602227756393
Contig107086_1000_2000	Contig107086	1000	2000	0.00786850631416774
Contig107155_0_1000	Contig107155	0	1000	0.0378912887181068
Contig107171_1000_2000	Contig107171	1000	2000	0.643397385471981
Contig107182_1000_2000	Contig107182	1000	2000	0.0123526270177817
Contig107198_5000_6000	Contig107198	5000	6000	0.27729145069572
Contig107293_0_1000	Contig107293	0	1000	0.0958274853292228
Contig107305_0_1000	Contig107305	0	1000	0.0642974751955988
Contig10731_10000_10602	Contig10731	10000	10602	0.015272463829596
Contig107330_0_1000	Contig107330	0	1000	0.445666688508237
Contig10734_1000_1542	Contig10734	1000	1542	0.740484642553685
Contig107347_7000_8000	Contig107347	7000	8000	0.00467298498647723
Contig107370_1000_2000	Contig107370	1000	2000	0.000942607449138763
Contig107370_2000_3000	Contig107370	2000	3000	0.0172972596348324
Contig107376_1000_2000	Contig107376	1000	2000	0.183412944563245
Contig107393_2000_3000	Contig107393	2000	3000	0.469688156113339
Contig1074_0_1000	Contig1074	0	1000	0.258109602926267
Contig1074_12000_13000	Contig1074	12000	13000	0.659706746895113
Contig107460_12000_13000	Contig107460	12000	13000	0.544414210236331
Contig107460_14000_15000	Contig107460	14000	15000	0.00928433113552511
Contig10749_5000_6000	Contig10749	5000	6000	0.627093593495092
Contig107527_0_1000	Contig107527	0	1000	0.00206008238924087
Contig107540_7000_8000	Contig107540	7000	8000	0.324004514830527
Contig107540_8000_8075	Contig107540	8000	8075	0.086466342266791
Contig107541_6000_7000	Contig107541	6000	7000	0.666274970622797
Contig107546_3000_4000	Contig107546	3000	4000	0.28938553363423
Contig107674_19000_20000	Contig107674	19000	20000	0.0244603179937853
Contig107685_0_1000	Contig107685	0	1000	0.102784199829068
Contig1077_7000_8000	Contig1077	7000	8000	0.716680633427863
Contig107703_2000_3000	Contig107703	2000	3000	0.0589000931503856
Contig107704_6000_7000	Contig107704	6000	7000	0.0126589232793902
Contig107704_7000_8000	Contig107704	7000	8000	0.114139595737538
Contig107764_5000_6000	Contig107764	5000	6000	0.782750232896745
Contig107764_6000_7000	Contig107764	6000	7000	0.386405168585817
Contig107785_3000_4000	Contig107785	3000	4000	0.371488416836657
Contig107851_1000_2000	Contig107851	1000	2000	0.903486732193559
Contig10792_1000_2000	Contig10792	1000	2000	0.320597083928841
Contig107924_0_1000	Contig107924	0	1000	0.579374407540149
Contig108_56000_57000	Contig108	56000	57000	0.370516626816235
Contig108_61000_62000	Contig108	61000	62000	0.454709161946517
Contig108064_0_1000	Contig108064	0	1000	0.00193326059440968
Contig108068_6000_7000	Contig108068	6000	7000	0.794775842296981
Contig108102_0_1000	Contig108102	0	1000	0.620705701151194
Contig108126_5000_6000	Contig108126	5000	6000	0.00552108060230973
Contig108212_4000_5000	Contig108212	4000	5000	0.196028671750708
Contig108213_0_1000	Contig108213	0	1000	0.229424051317446
Contig108219_5000_6000	Contig108219	5000	6000	0.305139151118005
Contig108248_0_1000	Contig108248	0	1000	0.215640210070329
Contig108287_0_1000	Contig108287	0	1000	0.384607891915273
Contig108287_1000_1275	Contig108287	1000	1275	0.00743354520560438
Contig108322_1000_2000	Contig108322	1000	2000	0.399086764646499
Contig108322_2000_2172	Contig108322	2000	2172	0.0981518535710226
Contig108447_1000_2000	Contig108447	1000	2000	0.557868498946513
Contig108459_1000_1995	Contig108459	1000	1995	0.334448344729908
Contig108499_7000_8000	Contig108499	7000	8000	0.776571509221031
Contig108557_6000_7000	Contig108557	6000	7000	0.0256838216067453
Contig108610_0_1000	Contig108610	0	1000	0.572391867663493
Contig10862_1000_2000	Contig10862	1000	2000	0.077559778321718
Contig10862_2000_3000	Contig10862	2000	3000	0.889519435605605
Contig10862_6000_7000	Contig10862	6000	7000	0.0535418163097983
Contig108649_3000_4000	Contig108649	3000	4000	0.712983288163396
Contig108663_1000_2000	Contig108663	1000	2000	0.349837930095613
Contig108678_0_1000	Contig108678	0	1000	0.331340869213703
Contig108685_1000_2000	Contig108685	1000	2000	0.229968681850724
Contig108685_2000_3000	Contig108685	2000	3000	0.370773077907273
Contig10869_0_1000	Contig10869	0	1000	0.335710340895436
Contig108704_0_1000	Contig108704	0	1000	0.701872360992101
Contig108716_2000_3000	Contig108716	2000	3000	0.254433957483684
Contig108739_12000_13000	Contig108739	12000	13000	0.0349519945306201
Contig108829_1000_2000	Contig108829	1000	2000	0.575920104898797
Contig108851_0_1000	Contig108851	0	1000	0.448720820406309
Contig108917_1000_1626	Contig108917	1000	1626	0.0465866133440959
Contig108982_2000_3000	Contig108982	2000	3000	0.510670285792295
Contig10902_0_1000	Contig10902	0	1000	0.471497217257715
Contig10902_1000_2000	Contig10902	1000	2000	0.0512970066140324
Contig109025_0_1000	Contig109025	0	1000	0.161681279908545
Contig109226_3000_3431	Contig109226	3000	3431	0.336437025660758
Contig109233_4000_5000	Contig109233	4000	5000	0.277024459509993
Contig10928_1000_1987	Contig10928	1000	1987	0.204400519475753
Contig109330_0_1000	Contig109330	0	1000	0.0367480522969073
Contig109341_1000_2000	Contig109341	1000	2000	5.01850953537133e-05
Contig109397_0_1000	Contig109397	0	1000	0.209119421958115
Contig109483_0_1000	Contig109483	0	1000	0.168222698942762
Contig109515_3000_4000	Contig109515	3000	4000	0.379984770202505
Contig109520_8000_9000	Contig109520	8000	9000	0.0913879637492038
Contig109522_3000_4000	Contig109522	3000	4000	0.096023143784555
Contig10954_0_1000	Contig10954	0	1000	0.270158363758495
Contig1096_31000_32000	Contig1096	31000	32000	0.238054846943547
Contig109616_0_1000	Contig109616	0	1000	0.258729456453169
Contig109623_10000_10713	Contig109623	10000	10713	0.415955338447643
Contig109643_2000_3000	Contig109643	2000	3000	0.701061075978107
Contig1097_16000_17000	Contig1097	16000	17000	0.0802904356440016
Contig109782_0_1000	Contig109782	0	1000	0.0835522609611764
Contig109782_1000_2000	Contig109782	1000	2000	0.0225213876117173
Contig1098_13000_14000	Contig1098	13000	14000	0.189503528268566
Contig1098_21000_22000	Contig1098	21000	22000	0.346874207707349
Contig1098_23000_24000	Contig1098	23000	24000	0.314089669398122
Contig1098_8000_9000	Contig1098	8000	9000	0.0170788755093595
Contig109827_2000_3000	Contig109827	2000	3000	0.667554125613045
Contig109873_7000_8000	Contig109873	7000	8000	0.398747719310339
Contig11_30000_31000	Contig11	30000	31000	0.00661760325119643
Contig11_31000_32000	Contig11	31000	32000	0.17077413446648
Contig11_65000_66000	Contig11	65000	66000	0.00680681044278272
Contig110050_1000_2000	Contig110050	1000	2000	0.161913676865035
Contig110104_13000_14000	Contig110104	13000	14000	0.209067904480656
Contig110123_10000_11000	Contig110123	10000	11000	0.0236433876065869
Contig110139_0_1000	Contig110139	0	1000	0.00941935204968108
Contig110173_10000_10515	Contig110173	10000	10515	0.550362567345931
Contig110173_6000_7000	Contig110173	6000	7000	0.11818954109761
