Quant_Varia	contig	start.bin	end.bin	Pst_Values	95 %_LowBoundCI	95 %_UpBoundCI
Contig23281_8000_9000	Contig23281	8000	9000	0.113074281571035	0.00092266306007518	0.828634625204619
Contig23673_1000_2000	Contig23673	1000	2000	0.539694343277657	0.00710417934887909	0.856517426502711
Contig2393_3000_4000	Contig2393	3000	4000	0.650340679497637	0.038485905794555	0.90195983255728
Contig24017_15000_16000	Contig24017	15000	16000	0.0110447774863023	0.000417871268339366	0.8817163430967
Contig24520_27000_28000	Contig24520	27000	28000	0.0020462823547173	0.000600253052573745	0.749718291787334
Contig25426_21000_22000	Contig25426	21000	22000	0.447437849290207	0.0036699507536766	0.894047119921008
Contig25896_4000_5000	Contig25896	4000	5000	0.719425054760859	0.112934856288653	0.903909271502284
Contig27552_27000_28000	Contig27552	27000	28000	0.0100400531336599	0.000452012141607839	0.772725956870131
Contig28304_0_1000	Contig28304	0	1000	0.256056871751049	0.000854576813269616	0.795843201928275
Contig30007_25000_26000	Contig30007	25000	26000	0.182839789040958	0.00119485154835254	0.864511547356983
Contig30291_5000_6000	Contig30291	5000	6000	0.594540217751769	0.0210021711635252	0.906769479665661
Contig30980_12000_13000	Contig30980	12000	13000	0.248793303421205	0.00217926884986233	0.753089197503223
Contig33_43000_44000	Contig33	43000	44000	0.0196587007520148	0.000317817089686281	0.750630414632286
Contig34824_24000_25000	Contig34824	24000	25000	0.235121962889275	0.00182920088042857	0.844511738063803
Contig385_10000_11000	Contig385	10000	11000	0.0547090356162286	0.000593058412536012	0.783265961289742
Contig38940_15000_16000	Contig38940	15000	16000	0.241939022112972	0.000747239584929804	0.843750277993889
Contig397_12000_13000	Contig397	12000	13000	0.410052977620307	0.00337066298448255	0.820297643915785
Contig40218_5000_6000	Contig40218	5000	6000	0.809515529368402	0.4204341919209	0.955360744160251
Contig406_38000_39000	Contig406	38000	39000	0.0254895265147667	0.00044215874007721	0.781095945077996
Contig42291_0_1000	Contig42291	0	1000	0.142306987234351	0.00218181818181818	0.827708846946611
Contig42553_7000_8000	Contig42553	7000	8000	0.766723076896612	0.361377793959672	0.919321449839851
Contig42870_12000_13000	Contig42870	12000	13000	0.600373257901222	0.0210780351249861	0.895915859687823
Contig43408_10000_11000	Contig43408	10000	11000	0.0936820841212331	0.000763218813211622	0.759126260436854
Contig45217_3000_4000	Contig45217	3000	4000	0.316961683058617	0.000653546049047591	0.890329272061618
Contig459203_3000_4000	Contig459203	3000	4000	0.149823908904179	0.000791529884491927	0.8110894674698
Contig46290_7000_8000	Contig46290	7000	8000	0.00163013940949073	0.000817427537717806	0.768361256156624
Contig46755_5000_6000	Contig46755	5000	6000	0.0847460992978759	0.000826363866549204	0.837283552123372
Contig47819_8000_9000	Contig47819	8000	9000	0.38228172643123	0.000543788509590072	0.817892963608381
Contig49279_27000_28000	Contig49279	27000	28000	0.540030177518151	0.00652044160561077	0.894877619262195
Contig55455_13000_14000	Contig55455	13000	14000	0.187728709844365	0.00112004419814655	0.850919529888587
Contig57354_2000_3000	Contig57354	2000	3000	0.298890884293182	0.00210137735087493	0.784212328514528
Contig57879_8000_9000	Contig57879	8000	9000	0.248918382363858	0.000992822449426671	0.828541674936276
Contig583_11000_12000	Contig583	11000	12000	0.342617610768746	0.00232377435242576	0.822318298891864
Contig60949_5000_6000	Contig60949	5000	6000	0.107319047555969	0.000750396683719865	0.811050694521248
Contig61092_6000_7000	Contig61092	6000	7000	0.0442490235339929	0.000636729445748388	0.764270633528625
Contig61792_3000_4000	Contig61792	3000	4000	0.406061804156635	0.00669107170078143	0.822131811698297
Contig6311_13000_14000	Contig6311	13000	14000	0.392260937895538	0.00156345020696067	0.885582008958697
Contig65553_4000_5000	Contig65553	4000	5000	0.460338357445953	0.00378110669707972	0.920378768035005
Contig66193_20000_21000	Contig66193	20000	21000	0.266426134042378	0.00129277765484201	0.847583661661135
Contig67233_4000_5000	Contig67233	4000	5000	0.0180569176566711	0.00153715945171517	0.822839638699549
Contig68111_1000_2000	Contig68111	1000	2000	0.00708762724555197	0.000566742608216007	0.729725404203704
Contig70740_0_1000	Contig70740	0	1000	0.268080021588027	0.00100175377818798	0.879436545080089
Contig71466_1000_2000	Contig71466	1000	2000	0.100233899956503	0.00122001915434965	0.791599414578903
Contig79113_2000_3000	Contig79113	2000	3000	0.316837412830855	0.00108782958661069	0.858197952183901
Contig81687_2000_3000	Contig81687	2000	3000	0.488969981119807	0.00494756064227124	0.847794080081513
Contig88988_7000_8000	Contig88988	7000	8000	0.380180457339444	0.000755829416027004	0.873942769233344
