#CHROM	POS	CONTEXT	Watson-METH	Watson-COVERAGE	Watson-QUAL	Crick-METH	Crick-COVERAGE	Crick-QUAL
Contig0	2204	CG	0	1	27	2	2	35
Contig0	2237	CG	0	1	27	0	7	35
Contig0	2297	CG	.	.	.	2	4	37
Contig0	2415	CG	1	2	37	6	11	36
Contig0	2438	CG	0	2	32	.	.	.
Contig0	2509	CG	.	.	.	1	3	35
Contig0	2514	CG	.	.	.	0	3	37
Contig0	2538	CG	2	4	34	1	1	33
Contig0	2558	CG	12	18	34	2	2	37
Contig0	2602	CG	.	.	.	14	19	35
Contig0	2609	CG	.	.	.	12	15	36
Contig0	2627	CG	6	7	34	14	17	36
Contig0	2638	CG	9	12	35	13	15	34
Contig0	2731	CG	8	9	36	.	.	.
Contig0	2745	CG	3	5	36	.	.	.
Contig0	2748	CG	2	3	35	.	.	.
Contig0	2772	CG	6	8	35	.	.	.
Contig0	2778	CG	6	8	37	.	.	.
Contig0	2786	CG	6	8	37	.	.	.
Contig0	2789	CG	6	8	35	.	.	.
Contig0	2799	CG	1	2	37	7	11	35
Contig0	2846	CG	5	6	36	8	10	37
Contig0	2855	CG	15	16	34	6	7	35
Contig0	2863	CG	13	15	36	4	5	37
Contig0	2879	CG	9	12	36	2	2	35
Contig0	2911	CG	1	2	35	7	8	37
Contig0	2932	CG	1	3	37	0	2	35
Contig0	3042	CG	.	.	.	4	9	35
Contig0	3209	CG	.	.	.	2	2	37
Contig0	3230	CG	1	1	37	1	1	33
Contig0	3386	CG	0	2	37	.	.	.
Contig0	3432	CG	0	1	37	0	2	37
Contig0	3435	CG	0	1	37	0	2	37
Contig0	3760	CG	2	2	37	.	.	.
Contig0	3889	CG	2	2	29	0	1	37
Contig0	4121	CG	0	1	37	1	2	37
Contig0	4148	CG	.	.	.	2	3	33
Contig0	4155	CG	3	4	37	2	5	37
Contig0	4176	CG	0	4	37	1	3	35
Contig0	4204	CG	1	1	33	1	1	22
Contig0	4409	CG	0	1	33	1	1	37
Contig0	4416	CG	0	1	37	1	1	33
Contig0	4419	CG	0	1	37	1	1	33
Contig0	4506	CG	7	9	36	.	.	.
Contig0	4510	CG	8	9	37	.	.	.
Contig0	4708	CG	0	2	35	.	.	.
Contig0	4766	CG	.	.	.	0	2	32
Contig0	4794	CG	2	3	33	0	1	33
Contig0	4952	CG	.	.	.	0	4	34
Contig0	4973	CG	.	.	.	0	2	37
Contig0	5108	CG	0	2	37	.	.	.
Contig0	5361	CG	0	1	37	2	2	37
Contig0	5649	CG	0	3	37	1	2	37
Contig0	5677	CG	12	22	35	2	2	37
Contig0	5684	CG	12	20	36	3	3	37
Contig0	5710	CG	1	3	37	1	2	37
Contig0	5742	CG	3	6	34	0	2	37
Contig0	5909	CG	.	.	.	0	2	37
Contig0	5912	CG	.	.	.	0	2	35
Contig0	5925	CG	.	.	.	8	11	33
Contig0	5935	CG	0	1	37	19	26	36
Contig0	5966	CG	.	.	.	14	16	36
Contig0	5971	CG	.	.	.	7	10	37
Contig0	5980	CG	1	3	37	.	.	.
Contig0	5993	CG	18	21	36	.	.	.
Contig0	6001	CG	30	33	34	.	.	.
Contig0	6011	CG	26	32	35	.	.	.
Contig0	6020	CG	16	20	36	.	.	.
Contig0	6028	CG	6	9	37	.	.	.
Contig0	6118	CG	20	25	36	8	9	35
Contig0	6131	CG	9	13	36	6	8	34
Contig0	6195	CG	2	4	35	0	2	32
Contig0	6198	CG	0	1	37	0	2	35
Contig0	6261	CG	1	3	35	0	1	37
Contig0	6277	CG	0	4	37	0	1	37
Contig0	6292	CG	0	3	37	5	12	34
Contig0	6310	CG	0	2	37	11	19	35
Contig0	6343	CG	2	2	37	0	1	37
Contig0	6543	CG	.	.	.	0	3	35
Contig0	6574	CG	.	.	.	0	2	35
Contig0	6618	CG	2	2	37	.	.	.
Contig0	6651	CG	4	5	37	11	14	34
Contig0	6658	CG	7	9	35	9	10	35
Contig0	6684	CG	3	8	34	0	3	37
Contig0	6709	CG	1	2	35	.	.	.
Contig0	6811	CG	2	4	32	0	1	37
Contig0	6818	CG	0	1	37	0	1	37
Contig0	7075	CG	.	.	.	0	2	37
Contig0	7132	CG	.	.	.	1	4	34
Contig0	7159	CG	.	.	.	4	8	35
Contig0	7391	CG	.	.	.	0	6	36
Contig0	7541	CG	0	5	37	1	7	35
Contig0	7722	CG	9	10	36	3	9	37
Contig0	7740	CG	4	4	37	0	1	37
Contig0	7819	CG	.	.	.	4	4	33
Contig0	7865	CG	0	3	37	.	.	.
Contig0	7872	CG	0	2	32	.	.	.
Contig0	7898	CG	1	2	37	.	.	.
Contig0	8049	CG	5	5	37	5	5	35
Contig0	8060	CG	5	5	37	7	7	34
Contig0	8071	CG	5	5	37	6	6	35
Contig0	8121	CG	0	1	37	0	1	37
Contig0	8124	CG	1	1	37	0	1	37
Contig0	8174	CG	34	41	36	11	12	36
Contig0	8178	CG	35	47	36	12	14	35
Contig0	8190	CG	29	41	36	28	30	35
Contig0	8192	CG	30	42	36	28	31	36
Contig0	8198	CG	31	43	36	27	31	35
Contig0	8203	CG	21	34	35	22	27	35
Contig0	8211	CG	16	24	36	18	19	36
Contig0	8218	CG	8	13	37	8	12	35
Contig0	8222	CG	9	10	37	5	8	35
Contig0	8224	CG	6	8	37	4	5	35
Contig0	8234	CG	1	2	37	3	7	35
Contig0	8240	CG	5	5	37	6	8	36
Contig0	8261	CG	9	20	36	1	3	37
Contig0	8300	CG	4	9	36	1	5	37
Contig0	8334	CG	6	8	36	2	31	35
Contig0	8355	CG	6	7	37	5	8	35
Contig0	8384	CG	.	.	.	1	2	37
Contig0	8398	CG	9	9	37	6	6	29
Contig0	8408	CG	14	18	35	7	9	33
Contig0	8423	CG	12	17	35	4	5	37
Contig0	8459	CG	24	32	36	20	23	35
Contig0	8469	CG	29	30	36	19	21	36
Contig0	8474	CG	24	31	36	19	21	36
Contig0	8485	CG	23	28	36	20	22	37
Contig0	8496	CG	26	26	35	17	19	37
Contig0	8511	CG	25	27	35	7	7	37
Contig0	8679	CG	4	6	32	1	5	37
Contig0	8839	CG	8	11	35	2	3	33
Contig0	8976	CG	10	11	35	3	13	36
Contig0	9029	CG	8	14	35	4	10	36
Contig0	9059	CG	5	5	36	5	10	36
Contig0	9068	CG	9	14	36	12	16	36
Contig0	9517	CG	.	.	.	4	5	36
Contig0	9524	CG	.	.	.	4	4	37
Contig0	9672	CG	3	3	33	10	13	34
Contig0	9698	CG	16	19	35	7	10	35
Contig0	9709	CG	17	21	36	10	10	35
Contig0	9712	CG	14	21	35	11	11	36
Contig0	9720	CG	10	17	36	17	19	35
Contig0	9723	CG	3	18	35	12	15	35
Contig0	9731	CG	7	17	36	16	19	36
Contig0	9735	CG	9	17	36	17	18	35
Contig0	9739	CG	15	20	36	12	14	34
Contig0	9784	CG	6	7	35	3	5	35
Contig0	9978	CG	.	.	.	0	2	32
Contig0	10751	CG	0	2	32	2	5	34
Contig0	11090	CG	11	14	36	5	11	35
Contig0	11098	CG	8	10	34	2	3	34
Contig0	11579	CG	0	2	32	0	1	37
Contig0	11588	CG	0	1	37	0	2	37
Contig0	12215	CG	.	.	.	1	2	32
Contig0	12267	CG	0	1	37	0	1	27
Contig0	12297	CG	10	11	36	10	10	35
Contig0	12310	CG	10	11	36	7	9	35
Contig0	12322	CG	10	11	37	4	4	36
Contig0	12375	CG	5	7	34	.	.	.
Contig0	12412	CG	2	2	35	0	2	35
Contig0	12446	CG	.	.	.	3	5	37
Contig0	12452	CG	.	.	.	2	4	37
Contig0	13232	CG	.	.	.	1	2	32
Contig0	13348	CG	0	1	27	2	2	35
Contig0	13641	CG	1	1	27	3	3	37
Contig0	13827	CG	3	7	37	2	2	35
Contig0	13835	CG	9	9	35	2	3	35
Contig0	13841	CG	7	9	36	2	2	37
Contig0	13919	CG	5	5	35	3	5	34
Contig0	13962	CG	1	1	37	1	2	37
Contig0	14036	CG	1	3	34	1	2	32
Contig0	14061	CG	4	4	32	5	6	35
Contig0	14072	CG	11	12	35	9	9	35
Contig0	14089	CG	14	16	35	18	20	36
Contig0	14123	CG	5	5	37	21	24	35
Contig0	14130	CG	2	2	37	15	15	36
Contig0	14132	CG	2	2	30	15	15	35
Contig0	14142	CG	.	.	.	8	11	36
Contig0	14161	CG	.	.	.	14	14	36
Contig0	14173	CG	.	.	.	10	11	36
Contig0	14296	CG	2	3	37	1	2	37
Contig0	14436	CG	2	3	35	1	3	37
Contig0	14582	CG	2	2	37	.	.	.
Contig0	14592	CG	2	2	35	1	1	33
Contig0	14611	CG	1	1	33	2	3	37
Contig0	15436	CG	4	8	36	4	5	37
Contig0	15503	CG	4	4	34	4	4	36
Contig0	15536	CG	31	31	35	32	36	35
Contig0	15546	CG	25	29	36	40	43	35
Contig0	15556	CG	15	17	35	17	37	35
Contig0	15559	CG	18	21	34	31	37	36
Contig0	15585	CG	16	18	35	17	18	36
Contig0	16039	CG	1	1	27	1	1	37
Contig0	16041	CG	2	2	32	1	1	37
Contig0	16053	CG	4	4	37	2	2	37
Contig0	16056	CG	4	4	34	1	2	35
Contig0	16082	CG	3	4	36	2	2	35
Contig0	16084	CG	3	3	35	1	1	37
Contig0	16195	CG	6	9	36	4	7	37
Contig0	16266	CG	2	4	37	2	2	29
Contig0	16317	CG	8	8	34	6	8	34
Contig0	16330	CG	5	5	34	5	5	37
Contig0	16340	CG	.	.	.	0	4	37
Contig0	16635	CG	1	2	37	1	1	37
Contig0	17074	CG	0	2	37	.	.	.
Contig0	17108	CG	2	2	37	2	4	34
Contig0	17136	CG	2	2	35	3	3	33
Contig0	17178	CG	1	1	27	3	3	33
Contig0	17226	CG	6	6	36	5	5	36
Contig0	17232	CG	6	7	36	6	6	37
Contig0	17264	CG	11	13	36	10	16	37
Contig0	17711	CG	2	2	37	0	2	32
Contig0	17908	CG	7	9	37	.	.	.
Contig0	17998	CG	1	1	37	2	3	37
Contig0	18005	CG	1	1	37	2	2	35
Contig0	18128	CG	5	8	35	4	6	37
Contig0	18207	CG	3	3	35	3	4	37
Contig0	18296	CG	0	1	37	1	3	37
Contig0	18298	CG	0	1	37	1	3	35
Contig0	18481	CG	2	4	37	6	6	37
Contig0	18494	CG	2	4	37	9	9	35
Contig0	18509	CG	7	9	36	21	22	36
Contig0	18544	CG	0	1	37	3	7	36
Contig0	18548	CG	1	1	37	1	2	32
Contig0	18595	CG	9	11	36	2	2	37
Contig0	18699	CG	.	.	.	2	2	37
Contig0	18704	CG	.	.	.	1	2	37
Contig0	19157	CG	3	5	35	4	7	35
Contig0	19571	CG	4	5	37	1	1	37
Contig0	19577	CG	5	8	34	1	1	37
Contig0	19712	CG	2	2	37	1	1	37
Contig0	19757	CG	9	20	35	7	11	36
Contig0	21828	CG	0	1	37	0	6	34
Contig0	22007	CG	2	2	35	.	.	.
Contig0	22987	CG	.	.	.	1	3	35
Contig0	23676	CG	2	4	37	2	3	37
Contig0	23873	CG	0	5	37	6	7	37
Contig0	24103	CG	2	6	35	.	.	.
Contig0	24321	CG	2	2	37	2	3	37
Contig0	24511	CG	.	.	.	1	2	37
Contig0	26000	CG	.	.	.	3	5	36
Contig0	26751	CG	3	4	37	2	4	34
Contig0	27055	CG	16	19	35	2	2	37
Contig0	27081	CG	7	7	34	.	.	.
Contig0	27096	CG	3	9	35	.	.	.
Contig0	27105	CG	1	3	35	2	2	37
Contig0	27113	CG	2	3	37	2	2	35
Contig0	27130	CG	1	1	37	1	1	37
Contig0	27148	CG	2	6	37	11	11	36
Contig0	27211	CG	2	8	35	4	10	37
Contig0	27283	CG	7	8	34	4	8	36
Contig0	27289	CG	4	5	33	8	9	34
Contig0	27307	CG	5	7	35	6	8	35
Contig0	27445	CG	4	5	37	4	5	35
Contig0	27451	CG	7	7	36	7	7	35
Contig0	27469	CG	3	7	34	4	8	34
Contig0	27580	CG	7	8	34	8	8	37
Contig0	27590	CG	9	9	31	9	11	36
Contig0	27595	CG	10	11	34	9	9	34
Contig0	27629	CG	2	3	30	2	3	32
Contig0	27669	CG	6	8	36	.	.	.
Contig0	27824	CG	6	7	35	0	1	37
Contig0	29088	CG	8	12	36	13	17	36
Contig0	29102	CG	7	12	37	5	7	36
Contig0	29110	CG	4	9	37	.	.	.
Contig0	29267	CG	8	10	33	.	.	.
Contig0	29270	CG	8	9	35	.	.	.
Contig0	29273	CG	6	8	35	.	.	.
Contig0	29334	CG	6	10	36	19	21	35
Contig0	29341	CG	7	15	35	24	26	35
Contig0	29365	CG	3	3	37	0	9	37
Contig0	29424	CG	2	2	32	.	.	.
Contig0	29446	CG	3	3	33	.	.	.
Contig0	29811	CG	.	.	.	0	2	32
Contig0	31344	CG	2	3	33	2	3	33
Contig0	31349	CG	3	4	36	5	6	34
Contig0	31359	CG	15	17	35	13	15	35
Contig0	31389	CG	5	8	34	3	4	37
Contig0	31470	CG	5	6	37	0	1	37
Contig0	31489	CG	3	4	34	2	2	37
Contig0	31495	CG	1	1	37	1	3	37
Contig0	31651	CG	10	14	36	16	16	35
Contig0	31657	CG	6	14	36	20	21	35
Contig0	31730	CG	3	5	34	2	6	34
Contig0	31830	CG	16	18	36	8	10	36
Contig0	31838	CG	23	23	35	17	17	37
Contig0	31846	CG	31	34	35	15	17	36
Contig0	31862	CG	13	15	34	2	2	37
Contig0	31888	CG	6	6	36	10	10	35
Contig0	32120	CG	2	2	24	.	.	.
Contig0	32371	CG	0	2	37	.	.	.
Contig0	33213	CG	.	.	.	0	2	37
Contig0	33319	CG	1	1	37	1	1	33
Contig0	33331	CG	1	1	37	1	1	33
Contig0	33369	CG	8	16	36	12	12	35
Contig0	33373	CG	17	20	36	14	15	35
Contig0	33383	CG	17	18	35	13	15	36
Contig0	33392	CG	12	17	36	9	11	36
Contig0	33458	CG	0	1	37	0	4	34
Contig0	33469	CG	2	3	35	7	7	33
Contig0	33478	CG	6	6	32	6	8	33
Contig0	33483	CG	5	6	32	4	5	32
Contig0	33558	CG	5	8	37	11	18	36
Contig0	33578	CG	15	18	35	1	1	37
Contig0	33593	CG	1	17	35	.	.	.
Contig0	33621	CG	0	2	32	0	2	35
Contig0	33658	CG	2	2	37	.	.	.
Contig0	33660	CG	0	2	37	.	.	.
Contig0	33684	CG	2	2	35	.	.	.
Contig0	33698	CG	4	4	34	.	.	.
Contig0	33710	CG	1	2	32	.	.	.
Contig0	33758	CG	.	.	.	0	2	37
Contig0	33793	CG	12	14	35	8	10	36
Contig0	33803	CG	6	8	35	3	5	37
Contig0	34016	CG	1	5	37	.	.	.
Contig0	34227	CG	1	2	37	1	3	37
Contig0	34311	CG	0	2	37	.	.	.
Contig0	34452	CG	2	2	35	.	.	.
Contig0	34508	CG	5	14	37	5	13	37
Contig0	34668	CG	2	3	37	1	1	37
Contig0	34685	CG	7	9	35	3	3	37
Contig0	34707	CG	12	16	36	6	8	35
Contig0	34743	CG	7	7	34	2	2	37
Contig0	34803	CG	15	17	33	10	10	33
Contig0	34832	CG	8	10	37	15	16	35
Contig0	34849	CG	10	13	34	9	14	35
Contig0	34869	CG	0	16	35	0	2	37
Contig0	34903	CG	7	8	35	21	22	35
Contig0	34915	CG	2	3	37	18	21	36
Contig0	34925	CG	3	3	37	16	17	36
Contig0	35027	CG	0	1	37	0	1	33
Contig0	35114	CG	5	9	36	.	.	.
Contig0	35139	CG	16	21	35	14	22	36
Contig0	35183	CG	12	15	36	4	6	35
Contig0	35200	CG	3	14	37	1	4	37
Contig0	35250	CG	17	19	35	14	19	36
Contig0	35260	CG	16	16	36	12	16	36
Contig0	35300	CG	9	12	35	19	21	36
Contig0	35335	CG	6	9	34	12	12	35
Contig0	35345	CG	2	6	34	3	7	34
Contig0	35360	CG	4	4	37	7	7	35
Contig0	35520	CG	11	15	36	4	7	37
Contig0	35536	CG	11	11	36	9	9	37
Contig0	35538	CG	10	10	36	9	10	36
Contig0	35543	CG	7	7	36	5	8	35
Contig0	35550	CG	6	6	37	7	7	35
Contig0	35588	CG	2	3	32	9	11	36
Contig0	35594	CG	7	9	35	13	15	35
Contig0	35620	CG	7	11	35	10	13	36
Contig0	35709	CG	.	.	.	2	2	37
Contig0	35727	CG	1	1	37	8	8	37
Contig0	35744	CG	1	1	33	3	3	37
Contig0	35752	CG	1	1	33	1	1	37
Contig0	35780	CG	.	.	.	3	3	37
Contig0	35855	CG	19	27	35	9	15	36
Contig0	35873	CG	8	13	36	5	5	34
Contig0	35888	CG	6	9	34	3	6	37
Contig0	35903	CG	3	5	37	3	5	37
Contig0	36048	CG	4	4	37	.	.	.
Contig0	36061	CG	5	5	37	0	1	37
Contig0	36159	CG	2	2	37	.	.	.
Contig0	36662	CG	.	.	.	1	3	37
Contig0	36943	CG	3	5	37	4	4	37
Contig0	37094	CG	2	2	35	.	.	.
Contig0	37721	CG	.	.	.	1	3	34
Contig0	37928	CG	3	3	29	.	.	.
Contig0	38484	CG	.	.	.	2	2	32
Contig0	38965	CG	.	.	.	6	7	35
Contig0	38973	CG	.	.	.	13	15	34
Contig0	39029	CG	1	1	37	3	5	35
Contig0	39036	CG	.	.	.	1	2	27
Contig0	39062	CG	.	.	.	2	2	32
Contig0	39226	CG	17	25	36	1	2	37
Contig0	39234	CG	9	33	35	2	2	37
Contig0	39252	CG	10	14	36	2	2	32
Contig0	39701	CG	2	2	37	1	1	37
Contig0	40789	CG	5	5	35	.	.	.
Contig0	40797	CG	5	6	37	.	.	.
Contig0	40952	CG	.	.	.	1	2	32
Contig0	41168	CG	14	19	34	1	4	37
Contig0	41234	CG	2	3	37	7	12	36
Contig0	41302	CG	1	2	35	7	14	35
Contig0	41687	CG	2	2	37	8	11	35
Contig0	41718	CG	2	3	37	6	10	36
Contig0	41851	CG	0	5	36	0	1	37
Contig0	41901	CG	2	3	32	0	3	37
Contig0	42958	CG	2	3	37	3	4	36
Contig0	42976	CG	1	2	32	.	.	.
Contig0	43043	CG	.	.	.	2	2	37
Contig0	43268	CG	0	5	37	0	1	27
Contig0	43414	CG	6	8	36	2	3	33
Contig0	43437	CG	4	4	35	0	2	37
Contig0	43441	CG	5	5	33	1	1	37
Contig0	43444	CG	3	4	32	1	1	37
Contig0	43455	CG	1	1	27	3	3	34
Contig0	43477	CG	5	7	34	10	13	35
Contig0	43497	CG	6	9	34	4	6	36
Contig0	43593	CG	1	6	35	0	2	32
Contig0	43635	CG	5	11	34	1	2	37
Contig0	43644	CG	7	10	34	2	2	32
Contig0	43657	CG	1	1	37	1	2	30
Contig0	43662	CG	1	1	37	1	1	37
Contig0	43715	CG	0	8	35	0	1	37
Contig0	43741	CG	16	24	36	4	6	37
Contig0	43907	CG	2	6	37	8	15	35
Contig0	45508	CG	2	2	35	.	.	.
Contig0	45819	CG	19	19	36	26	28	36
Contig0	46071	CG	4	7	35	10	11	34
Contig0	46616	CG	7	9	31	9	9	36
Contig0	46636	CG	.	.	.	4	4	34
Contig0	46649	CG	15	15	34	10	11	36
Contig0	46661	CG	22	25	35	29	31	36
Contig0	46685	CG	15	15	35	38	41	35
Contig0	46703	CG	.	.	.	12	14	34
Contig0	46723	CG	3	5	35	3	4	36
Contig0	46726	CG	9	9	36	6	7	37
Contig0	47736	CG	2	4	37	.	.	.
Contig0	47740	CG	3	3	37	.	.	.
Contig0	47743	CG	2	4	34	.	.	.
Contig0	47754	CG	3	3	37	.	.	.
Contig0	47783	CG	1	4	33	.	.	.
Contig0	47795	CG	1	2	37	.	.	.
Contig0	48007	CG	0	3	32	1	4	33
Contig0	48034	CG	2	6	35	0	1	37
Contig0	48199	CG	.	.	.	1	2	37
Contig0	48375	CG	2	2	37	1	2	37
Contig0	48517	CG	8	8	35	0	1	33
Contig0	48521	CG	9	11	35	1	1	37
Contig0	48533	CG	12	14	36	2	5	37
Contig0	48539	CG	13	14	36	2	5	37
Contig0	48648	CG	2	2	37	4	5	34
Contig0	48656	CG	1	2	37	4	5	36
Contig0	48699	CG	6	7	36	.	.	.
Contig0	49840	CG	.	.	.	3	3	30
Contig0	50118	CG	0	3	37	0	1	33
Contig0	50894	CG	3	4	37	.	.	.
Contig0	51032	CG	.	.	.	2	2	37
Contig0	51208	CG	2	2	32	2	3	33
Contig0	51358	CG	16	22	36	4	5	36
Contig0	51371	CG	12	20	36	2	2	37
Contig0	51383	CG	2	4	37	2	2	37
Contig0	51399	CG	1	1	37	1	1	37
Contig0	51710	CG	2	2	32	.	.	.
Contig0	52297	CG	1	3	37	.	.	.
Contig0	52485	CG	3	3	37	2	2	37
Contig0	52499	CG	2	2	37	4	6	35
Contig0	52528	CG	1	4	36	.	.	.
Contig0	52545	CG	16	18	37	14	15	37
Contig0	52562	CG	17	18	36	23	27	35
Contig0	52580	CG	3	8	35	5	8	36
Contig0	52624	CG	2	9	35	1	25	36
Contig0	52644	CG	2	3	37	3	7	35
Contig0	52661	CG	4	4	36	2	3	37
Contig0	52676	CG	1	2	32	0	1	37
Contig0	52724	CG	6	7	35	2	3	33
Contig0	52807	CG	2	5	37	3	8	36
Contig0	52875	CG	7	9	35	8	16	35
Contig0	52881	CG	14	17	35	16	20	34
Contig0	52899	CG	11	19	36	18	29	34
Contig0	52937	CG	4	23	37	.	.	.
Contig0	52963	CG	1	8	36	.	.	.
Contig0	52980	CG	5	6	35	2	3	37
Contig0	53034	CG	2	6	34	7	10	35
Contig0	53041	CG	7	8	34	4	5	34
Contig0	53059	CG	10	12	35	7	7	36
Contig0	53100	CG	1	1	37	4	5	37
Contig0	53143	CG	1	2	37	1	1	33
Contig0	53174	CG	.	.	.	5	9	36
Contig0	53188	CG	10	11	36	11	13	37
Contig0	53193	CG	12	13	35	13	14	35
Contig0	53298	CG	1	1	37	1	2	37
Contig0	54281	CG	3	3	35	.	.	.
Contig0	54627	CG	1	1	27	1	1	37
Contig0	54991	CG	7	7	37	0	1	37
Contig0	55012	CG	3	4	34	7	8	35
Contig0	55095	CG	0	2	37	2	2	35
Contig0	55147	CG	6	14	36	18	18	37
Contig0	55159	CG	8	9	35	8	10	36
Contig0	55181	CG	1	1	37	3	5	33
Contig0	55197	CG	0	2	35	1	4	33
Contig0	55376	CG	2	3	37	.	.	.
Contig0	55532	CG	2	4	32	1	1	37
Contig0	55741	CG	2	2	37	3	3	37
Contig0	56899	CG	5	5	36	3	4	37
Contig0	56903	CG	3	5	37	3	6	36
Contig0	56958	CG	0	1	33	0	1	37
Contig0	57591	CG	.	.	.	2	2	37
Contig0	57717	CG	16	18	37	8	10	35
Contig0	57721	CG	14	17	36	6	8	37
Contig0	57736	CG	18	21	36	10	10	36
Contig0	57745	CG	19	20	36	10	10	36
Contig0	57797	CG	3	3	37	10	10	36
Contig0	57809	CG	4	5	34	4	8	37
Contig0	57822	CG	0	1	37	1	7	35
Contig0	57832	CG	1	2	37	8	10	34
Contig0	58176	CG	0	2	37	.	.	.
Contig0	58266	CG	5	7	37	.	.	.
Contig0	58414	CG	10	17	36	4	7	36
Contig0	58428	CG	10	13	35	8	10	37
Contig0	58467	CG	8	11	35	8	8	35
Contig0	58483	CG	2	2	37	1	1	33
Contig0	58519	CG	8	8	36	10	13	35
Contig0	58524	CG	14	14	35	14	17	35
Contig0	58558	CG	19	23	36	17	17	35
Contig0	58560	CG	20	21	36	16	17	35
Contig0	58580	CG	1	4	37	0	2	30
Contig0	58589	CG	1	1	37	1	1	37
Contig0	58597	CG	1	2	37	1	1	33
Contig0	58617	CG	5	6	35	1	1	27
Contig0	58665	CG	5	6	35	3	3	37
Contig0	58688	CG	24	24	35	0	1	27
Contig0	58692	CG	21	27	35	0	3	37
Contig0	58699	CG	23	25	35	1	6	35
Contig0	58701	CG	20	26	35	0	5	37
Contig0	58753	CG	5	7	37	0	18	35
Contig0	58776	CG	0	3	30	7	8	35
Contig0	58812	CG	6	6	36	15	20	35
Contig0	58825	CG	6	7	35	15	17	34
Contig0	58859	CG	3	3	33	2	2	37
Contig0	58864	CG	1	2	37	5	5	36
Contig0	59020	CG	.	.	.	2	7	36
Contig0	59409	CG	.	.	.	2	2	35
Contig0	59850	CG	.	.	.	2	2	35
Contig0	59902	CG	1	1	33	1	2	37
Contig0	59997	CG	1	2	35	.	.	.
Contig0	60516	CG	2	2	32	.	.	.
Contig0	60948	CG	0	1	37	1	1	37
Contig0	61030	CG	2	2	35	.	.	.
Contig0	61074	CG	0	1	37	0	2	30
Contig0	61077	CG	2	4	36	3	3	35
Contig0	61113	CG	3	6	35	0	3	37
Contig0	61126	CG	2	4	37	3	3	35
Contig0	61159	CG	3	8	35	1	2	37
Contig0	61173	CG	7	9	36	5	7	37
Contig0	61181	CG	7	13	35	8	16	36
Contig0	61197	CG	18	27	35	32	36	36
Contig0	61320	CG	5	11	36	2	3	37
Contig0	61343	CG	8	13	36	.	.	.
Contig0	61359	CG	8	18	36	1	3	37
Contig0	61379	CG	4	4	37	1	2	37
Contig0	61400	CG	3	4	29	4	4	33
Contig0	61420	CG	8	9	35	8	9	35
Contig0	61437	CG	14	16	35	11	13	35
Contig0	61495	CG	4	4	36	6	7	37
Contig0	61508	CG	5	5	37	2	3	37
Contig0	61521	CG	3	6	35	8	8	34
Contig0	61545	CG	4	4	36	3	4	32
Contig0	61559	CG	4	4	36	1	2	37
Contig0	61594	CG	.	.	.	8	9	35
Contig0	61704	CG	1	4	37	1	1	37
