#CHROM	POS	CONTEXT	Watson-METH	Watson-COVERAGE	Watson-QUAL	Crick-METH	Crick-COVERAGE	Crick-QUAL
Contig0	34322	CHG	0	2	37	.	.	.
Contig0	34341	CHG	0	1	37	0	3	37
Contig0	34381	CHG	.	.	.	0	2	37
Contig0	34417	CHG	0	1	37	0	1	37
Contig0	34466	CHG	0	5	37	.	.	.
Contig0	34483	CHG	0	2	37	.	.	.
Contig0	34500	CHG	0	9	34	0	14	35
Contig0	34565	CHG	.	.	.	0	2	37
Contig0	34591	CHG	0	6	32	0	3	37
Contig0	34596	CHG	0	5	37	0	3	33
Contig0	34658	CHG	0	4	34	.	.	.
Contig0	34687	CHG	.	.	.	0	4	35
Contig0	34715	CHG	0	13	36	0	10	34
Contig0	34757	CHG	0	1	37	0	4	36
Contig0	34797	CHG	0	18	36	1	11	35
Contig0	34800	CHG	0	16	36	0	8	35
Contig0	34805	CHG	.	.	.	0	10	35
Contig0	34831	CHG	0	10	37	.	.	.
Contig0	34858	CHG	0	21	36	0	4	37
Contig0	34905	CHG	.	.	.	0	24	36
Contig0	34924	CHG	0	2	37	.	.	.
Contig0	35002	CHG	2	2	35	.	.	.
Contig0	35034	CHG	0	3	37	0	1	33
Contig0	35151	CHG	0	20	36	0	19	35
Contig0	35161	CHG	0	20	35	1	16	34
Contig0	35185	CHG	.	.	.	0	6	37
Contig0	35202	CHG	.	.	.	0	4	36
Contig0	35203	CHG	0	12	35	0	3	37
Contig0	35230	CHG	0	16	36	0	11	33
Contig0	35233	CHG	0	18	35	0	11	37
Contig0	35252	CHG	.	.	.	0	19	36
Contig0	35262	CHG	.	.	.	0	16	36
Contig0	35316	CHG	0	12	36	0	18	36
Contig0	35334	CHG	0	10	35	.	.	.
Contig0	35337	CHG	.	.	.	0	12	35
Contig0	35347	CHG	.	.	.	0	6	37
Contig0	35405	CHG	0	3	37	0	8	37
Contig0	35432	CHG	0	3	37	0	9	36
Contig0	35512	CHG	0	20	35	0	9	35
Contig0	35535	CHG	0	12	37	.	.	.
Contig0	35540	CHG	.	.	.	0	9	35
Contig0	35542	CHG	0	9	36	.	.	.
Contig0	35549	CHG	0	6	36	.	.	.
Contig0	35552	CHG	.	.	.	1	6	37
Contig0	35554	CHG	0	3	35	0	5	35
Contig0	35557	CHG	0	3	35	0	1	37
Contig0	35606	CHG	0	9	35	0	15	35
Contig0	35616	CHG	0	15	36	0	15	36
Contig0	35646	CHG	0	6	36	0	4	37
Contig0	35687	CHG	0	1	37	0	2	37
Contig0	35697	CHG	0	1	37	0	1	37
Contig0	35711	CHG	.	.	.	0	2	37
Contig0	35720	CHG	0	1	37	0	7	37
Contig0	35733	CHG	0	1	37	0	8	37
Contig0	35766	CHG	0	1	27	1	1	37
Contig0	35881	CHG	0	8	37	0	3	37
Contig0	35902	CHG	0	6	36	.	.	.
Contig0	35906	CHG	0	5	37	0	3	37
Contig0	36073	CHG	0	6	37	0	2	37
Contig0	36096	CHG	0	3	37	.	.	.
Contig0	36155	CHG	0	2	37	.	.	.
Contig0	36161	CHG	0	2	37	.	.	.
Contig0	36170	CHG	0	2	37	.	.	.
Contig0	36721	CHG	0	1	37	0	1	37
Contig0	36745	CHG	0	1	37	0	2	37
Contig0	36862	CHG	0	2	30	.	.	.
Contig0	36884	CHG	0	2	37	.	.	.
Contig0	36921	CHG	0	2	37	0	1	37
Contig0	36928	CHG	1	4	36	0	2	37
Contig0	36959	CHG	0	3	37	0	2	35
Contig0	36970	CHG	0	5	36	0	1	37
Contig0	37003	CHG	0	1	37	1	2	35
Contig0	37027	CHG	0	3	35	.	.	.
Contig0	37038	CHG	0	2	37	.	.	.
Contig0	37041	CHG	0	2	37	.	.	.
Contig0	37107	CHG	0	2	35	0	1	37
Contig0	37676	CHG	.	.	.	0	8	36
Contig0	37677	CHG	0	2	37	0	13	35
Contig0	37681	CHG	0	9	36	1	14	35
Contig0	37685	CHG	0	13	36	0	14	35
Contig0	38371	CHG	.	.	.	0	2	35
Contig0	38437	CHG	.	.	.	0	2	32
Contig0	38543	CHG	.	.	.	1	2	35
Contig0	38566	CHG	.	.	.	0	2	37
Contig0	38687	CHG	.	.	.	4	5	35
Contig0	38729	CHG	.	.	.	0	2	37
Contig0	38983	CHG	.	.	.	1	23	35
