"Quant_Varia"	"contig_gene"	"start_gene_2kb"	"end_gene_2kb"	"Pst_Values"
"Contig112314_1_1320"	"Contig112314"	"1"	"1320"	0.29194425361849
"Contig112389_1_11317"	"Contig112389"	"1"	"11317"	0.193039360449738
"Contig1125_1_18943"	"Contig1125"	"1"	"18943"	0.221319595960935
"Contig1127_658_20089"	"Contig1127"	"658"	"20089"	0.162326210544509
"Contig112833_1_6669"	"Contig112833"	"1"	"6669"	0.680679531297298
"Contig112932_1_4683"	"Contig112932"	"1"	"4683"	0.315090962152107
"Contig112997_1027_9370"	"Contig112997"	"1027"	"9370"	0.204608392619176
"Contig113403_1_5182"	"Contig113403"	"1"	"5182"	0.487151293575405
"Contig1135_9509_16856"	"Contig1135"	"9509"	"16856"	0.760569622380888
"Contig1153_3630_16086"	"Contig1153"	"3630"	"16086"	0.30074366477515
"Contig116_31518_59247"	"Contig116"	"31518"	"59247"	0.652386452065444
"Contig116303_1_8738"	"Contig116303"	"1"	"8738"	0.391319275552467
"Contig1167_1_30793"	"Contig1167"	"1"	"30793"	0.0809762094281254
"Contig1181_1_5712"	"Contig1181"	"1"	"5712"	0.634368923155167
"Contig118194_685_6006"	"Contig118194"	"685"	"6006"	0.0727239082737562
"Contig118291_9073_12773"	"Contig118291"	"9073"	"12773"	0.0156298347094597
"Contig118510_306_4868"	"Contig118510"	"306"	"4868"	0.0356907094735466
"Contig1194_1_37854"	"Contig1194"	"1"	"37854"	0.104363879156795
"Contig1194_20552_37854"	"Contig1194"	"20552"	"37854"	0.104363879156795
"Contig1195_1_32091"	"Contig1195"	"1"	"32091"	0.0157606557831196
"Contig1197_3475_31925"	"Contig1197"	"3475"	"31925"	0.164766591548723
"Contig119778_1_3941"	"Contig119778"	"1"	"3941"	0.0336874558390757
"Contig11982_1_3275"	"Contig11982"	"1"	"3275"	0.0862500426236223
"Contig120320_1_7640"	"Contig120320"	"1"	"7640"	0.00765715332638021
"Contig12036_1_1412"	"Contig12036"	"1"	"1412"	0.644823745188866
"Contig120547_1_5786"	"Contig120547"	"1"	"5786"	0.128529478398228
"Contig121_3524_29546"	"Contig121"	"3524"	"29546"	0.208690635616899
"Contig121261_1_1758"	"Contig121261"	"1"	"1758"	0.356593116419556
"Contig121347_1_7489"	"Contig121347"	"1"	"7489"	0.00370461300263141
"Contig12163_1_2519"	"Contig12163"	"1"	"2519"	0.666742773909288
"Contig122_23639_43919"	"Contig122"	"23639"	"43919"	0.687695164623151
"Contig1221_1_34027"	"Contig1221"	"1"	"34027"	0.0144039849504332
"Contig122273_1_2156"	"Contig122273"	"1"	"2156"	0.359293923939156
"Contig1224_1_28530"	"Contig1224"	"1"	"28530"	0.00113204321592872
"Contig122675_1_5412"	"Contig122675"	"1"	"5412"	0.133248976087547
"Contig122675_1948_6655"	"Contig122675"	"1948"	"6655"	0.133248976087547
"Contig123_22224_30809"	"Contig123"	"22224"	"30809"	0.414613472165879
"Contig123831_6225_14911"	"Contig123831"	"6225"	"14911"	0.500175974321053
"Contig1240_211_26784"	"Contig1240"	"211"	"26784"	0.000522716130883581
"Contig124397_545_8139"	"Contig124397"	"545"	"8139"	0.470977821245999
"Contig1245_741_11854"	"Contig1245"	"741"	"11854"	0.83427475744962
"Contig125117_1_5623"	"Contig125117"	"1"	"5623"	0.68870324475166
"Contig125656_1_11417"	"Contig125656"	"1"	"11417"	0.00283599103916863
"Contig126675_1_2080"	"Contig126675"	"1"	"2080"	0.084843308660155
"Contig1269_1_13515"	"Contig1269"	"1"	"13515"	0.149205998292945
"Contig1270_696_10428"	"Contig1270"	"696"	"10428"	0.744787233245621
"Contig128000_1_12648"	"Contig128000"	"1"	"12648"	0.270409369207863
"Contig128375_1_8792"	"Contig128375"	"1"	"8792"	0.561638618749211
"Contig128973_10427_14821"	"Contig128973"	"10427"	"14821"	0.832559119742817
"Contig129243_3484_11215"	"Contig129243"	"3484"	"11215"	0.0835569441999611
"Contig129243_8630_12065"	"Contig129243"	"8630"	"12065"	0.181233085134257
"Contig129473_825_16665"	"Contig129473"	"825"	"16665"	0.109529686805585
"Contig1297_42614_57313"	"Contig1297"	"42614"	"57313"	0.803466421700849
"Contig1297_43241_67699"	"Contig1297"	"43241"	"67699"	0.792912238172029
"Contig130124_1_3861"	"Contig130124"	"1"	"3861"	0.0772339913027097
"Contig130124_540_5086"	"Contig130124"	"540"	"5086"	0.0772339913027097
"Contig1313_1_19517"	"Contig1313"	"1"	"19517"	0.427774712873661
"Contig132_32181_65469"	"Contig132"	"32181"	"65469"	0.443805693307338
"Contig132115_1_1816"	"Contig132115"	"1"	"1816"	0.102594854471685
"Contig133793_1_1325"	"Contig133793"	"1"	"1325"	0.661897111217496
"Contig135245_1_1843"	"Contig135245"	"1"	"1843"	0.181466915820472
"Contig135578_1_7736"	"Contig135578"	"1"	"7736"	0.266077330133346
"Contig135753_1339_8242"	"Contig135753"	"1339"	"8242"	0.451561134065015
"Contig136409_1_5981"	"Contig136409"	"1"	"5981"	0.32705226151119
"Contig137636_1_3514"	"Contig137636"	"1"	"3514"	0.22226605780076
"Contig138_8921_13757"	"Contig138"	"8921"	"13757"	0.778849798520835
"Contig138146_1_7859"	"Contig138146"	"1"	"7859"	0.166637507878124
"Contig1387_10061_33942"	"Contig1387"	"10061"	"33942"	0.59780274096916
"Contig138707_1_7387"	"Contig138707"	"1"	"7387"	0.512942188528184
"Contig139648_1_2312"	"Contig139648"	"1"	"2312"	0.553914936636967
"Contig1399_1_15990"	"Contig1399"	"1"	"15990"	0.0139489514561322
"Contig139928_1_3225"	"Contig139928"	"1"	"3225"	0.517805596782367
"Contig1410_1_16734"	"Contig1410"	"1"	"16734"	0.0131796417875697
"Contig141213_1211_8895"	"Contig141213"	"1211"	"8895"	0.291008548751124
"Contig1414_1_23508"	"Contig1414"	"1"	"23508"	0.790957959873735
"Contig1414_10936_39853"	"Contig1414"	"10936"	"39853"	0.790957959873735
"Contig141738_151_6393"	"Contig141738"	"151"	"6393"	0.423575886776939
"Contig143_5740_25511"	"Contig143"	"5740"	"25511"	0.839638536409971
"Contig1433_1_13800"	"Contig1433"	"1"	"13800"	0.205308806060111
"Contig1436_5001_15304"	"Contig1436"	"5001"	"15304"	0.104088030406788
"Contig143783_1_11762"	"Contig143783"	"1"	"11762"	0.0206090391648379
"Contig1440_2791_28033"	"Contig1440"	"2791"	"28033"	0.412392955515261
"Contig144059_1_14060"	"Contig144059"	"1"	"14060"	0.0316709876715982
"Contig144141_1_3639"	"Contig144141"	"1"	"3639"	0.90934752229258
"Contig1448_5195_22102"	"Contig1448"	"5195"	"22102"	0.689599897660717
"Contig145217_1_1380"	"Contig145217"	"1"	"1380"	0.464683741791971
"Contig145323_202_5787"	"Contig145323"	"202"	"5787"	0.0167816635157208
"Contig145474_1_1642"	"Contig145474"	"1"	"1642"	0.343622657378817
"Contig145532_1_3527"	"Contig145532"	"1"	"3527"	0.0139367059484502
"Contig1460_1_26671"	"Contig1460"	"1"	"26671"	0.62776237798865
"Contig146162_1_2023"	"Contig146162"	"1"	"2023"	0.583122004872954
"Contig147619_1_6876"	"Contig147619"	"1"	"6876"	0.0128494106665558
"Contig1486_1_35578"	"Contig1486"	"1"	"35578"	0.0454339628087705
"Contig149134_128_4495"	"Contig149134"	"128"	"4495"	0.198878667216325
"Contig149488_1_1799"	"Contig149488"	"1"	"1799"	0.000854294117597173
"Contig149750_1_6130"	"Contig149750"	"1"	"6130"	0.380802844535971
"Contig151161_500_4418"	"Contig151161"	"500"	"4418"	0.00250675539813993
"Contig1519_4003_9777"	"Contig1519"	"4003"	"9777"	0.100757327147783
"Contig152_4965_37832"	"Contig152"	"4965"	"37832"	0.897082604456081
"Contig15287_14295_32882"	"Contig15287"	"14295"	"32882"	0.303192271954368
"Contig15287_21496_45683"	"Contig15287"	"21496"	"45683"	0.509952794549614
"Contig15291_1_11814"	"Contig15291"	"1"	"11814"	0.737004865983636
"Contig15291_2953_12048"	"Contig15291"	"2953"	"12048"	0.737004865983636
"Contig15328_1845_11228"	"Contig15328"	"1845"	"11228"	0.646435296871714
"Contig15441_1980_17974"	"Contig15441"	"1980"	"17974"	0.314048562165515
"Contig155764_1_1159"	"Contig155764"	"1"	"1159"	0.74505586143862
"Contig15595_31612_64402"	"Contig15595"	"31612"	"64402"	0.153241518499905
"Contig15598_2992_15105"	"Contig15598"	"2992"	"15105"	0.811912213218505
"Contig15653_1_16633"	"Contig15653"	"1"	"16633"	0.7726269268152
"Contig15756_42860_66165"	"Contig15756"	"42860"	"66165"	0.0022310965026779
"Contig15757_12023_37699"	"Contig15757"	"12023"	"37699"	0.659349909504704
"Contig15757_9514_34676"	"Contig15757"	"9514"	"34676"	0.659349909504704
"Contig1578_1_15491"	"Contig1578"	"1"	"15491"	0.247524952892693
"Contig158_11273_38223"	"Contig158"	"11273"	"38223"	0.391857693466762
"Contig158_270_14831"	"Contig158"	"270"	"14831"	0.5073766402462
"Contig1583_17417_40768"	"Contig1583"	"17417"	"40768"	0.0352471093585356
"Contig158725_1_4021"	"Contig158725"	"1"	"4021"	0.101184965898368
"Contig15902_1_1018"	"Contig15902"	"1"	"1018"	0.11458425193827
"Contig15905_1_15190"	"Contig15905"	"1"	"15190"	0.0514955882240857
"Contig15905_1_35236"	"Contig15905"	"1"	"35236"	0.0514955882240857
"Contig15921_14738_25517"	"Contig15921"	"14738"	"25517"	0.207428619210141
"Contig15921_27796_36080"	"Contig15921"	"27796"	"36080"	0.118842548078501
"Contig15926_1_4272"	"Contig15926"	"1"	"4272"	0.0809403428516836
"Contig15966_1_6449"	"Contig15966"	"1"	"6449"	0.0996513565698946
"Contig15979_1_19233"	"Contig15979"	"1"	"19233"	0.232249558836095
"Contig15981_1_12652"	"Contig15981"	"1"	"12652"	0.110850627176247
"Contig16_22447_69024"	"Contig16"	"22447"	"69024"	0.35375649870627
"Contig16020_5912_36501"	"Contig16020"	"5912"	"36501"	0.00237225490145086
"Contig16025_1_11700"	"Contig16025"	"1"	"11700"	0.0522969449294728
"Contig16043_1_11322"	"Contig16043"	"1"	"11322"	0.0233790372201621
"Contig16063_563_35013"	"Contig16063"	"563"	"35013"	0.125777869947779
"Contig161100_1_4573"	"Contig161100"	"1"	"4573"	0.367079726705452
"Contig16111_1_17780"	"Contig16111"	"1"	"17780"	0.0224549003449113
"Contig16121_1_10779"	"Contig16121"	"1"	"10779"	0.174975678355301
"Contig16154_1_3676"	"Contig16154"	"1"	"3676"	0.899303982576505
"Contig161804_9125_19177"	"Contig161804"	"9125"	"19177"	0.474398446919979
"Contig16203_1_18094"	"Contig16203"	"1"	"18094"	0.113317359895522
"Contig16203_1_9391"	"Contig16203"	"1"	"9391"	0.113317359895522
"Contig16217_10693_21138"	"Contig16217"	"10693"	"21138"	0.697281257726793
"Contig162267_1_8239"	"Contig162267"	"1"	"8239"	0.0201314468770066
"Contig1625_19_12237"	"Contig1625"	"19"	"12237"	0.19373376433981
"Contig16264_1_12676"	"Contig16264"	"1"	"12676"	0.739475426942147
"Contig1629_1146_14028"	"Contig1629"	"1146"	"14028"	0.492084422666416
"Contig16315_3790_36924"	"Contig16315"	"3790"	"36924"	0.109504939858607
"Contig16315_39844_53646"	"Contig16315"	"39844"	"53646"	0.0886560927206951
"Contig16377_6793_12015"	"Contig16377"	"6793"	"12015"	0.0743333950631225
"Contig16457_1_3502"	"Contig16457"	"1"	"3502"	0.00529669672213431
"Contig16457_1_3815"	"Contig16457"	"1"	"3815"	0.00529669672213431
"Contig1646_1_29172"	"Contig1646"	"1"	"29172"	0.403076396923679
"Contig16537_985_14957"	"Contig16537"	"985"	"14957"	0.521894417077466
"Contig16589_64246_78950"	"Contig16589"	"64246"	"78950"	0.758300490510767
"Contig166_9136_28634"	"Contig166"	"9136"	"28634"	0.00252451667954338
"Contig16653_7391_19697"	"Contig16653"	"7391"	"19697"	0.328743850648614
"Contig16677_1_23686"	"Contig16677"	"1"	"23686"	0.0840501998777226
"Contig16685_1_10531"	"Contig16685"	"1"	"10531"	0.669503497546057
"Contig167099_1_1374"	"Contig167099"	"1"	"1374"	0.0655736043904811
"Contig167320_1_3400"	"Contig167320"	"1"	"3400"	0.00136374034363982
"Contig1676_862_11469"	"Contig1676"	"862"	"11469"	0.496882584541109
"Contig16769_3126_14353"	"Contig16769"	"3126"	"14353"	0.213249994200942
"Contig16788_46893_61699"	"Contig16788"	"46893"	"61699"	0.186407489002426
"Contig1681_1_19306"	"Contig1681"	"1"	"19306"	0.0195652231835251
"Contig1681_15801_21716"	"Contig1681"	"15801"	"21716"	0.113440272527973
"Contig168349_1193_7717"	"Contig168349"	"1193"	"7717"	0.595515937969627
"Contig168413_1_9214"	"Contig168413"	"1"	"9214"	0.00436942757295975
"Contig16845_1_7814"	"Contig16845"	"1"	"7814"	0.128693337406466
"Contig16846_1_8383"	"Contig16846"	"1"	"8383"	0.739055090823862
"Contig16849_3430_10727"	"Contig16849"	"3430"	"10727"	0.0207014812719692
"Contig16849_6810_11100"	"Contig16849"	"6810"	"11100"	0.0553373099646557
"Contig16849_7214_11639"	"Contig16849"	"7214"	"11639"	0.178256863762341
"Contig16849_7680_12340"	"Contig16849"	"7680"	"12340"	0.75849395997353
"Contig16850_1_1883"	"Contig16850"	"1"	"1883"	0.343629049430524
"Contig16876_7986_44453"	"Contig16876"	"7986"	"44453"	3.23829429106469e-06
"Contig1690_1_6702"	"Contig1690"	"1"	"6702"	0.41200322043357
"Contig16916_3259_40767"	"Contig16916"	"3259"	"40767"	0.521830427207842
"Contig169200_1_5038"	"Contig169200"	"1"	"5038"	0.40498293589973
"Contig169200_1519_7195"	"Contig169200"	"1519"	"7195"	0.40498293589973
"Contig16933_16986_37328"	"Contig16933"	"16986"	"37328"	0.827362867293142
"Contig16934_4819_32510"	"Contig16934"	"4819"	"32510"	0.930648972791743
"Contig17038_1_17107"	"Contig17038"	"1"	"17107"	0.00139995043311886
"Contig17038_18191_23018"	"Contig17038"	"18191"	"23018"	0.482535144085575
"Contig17038_3327_22018"	"Contig17038"	"3327"	"22018"	0.0440270713839613
"Contig17057_11625_33475"	"Contig17057"	"11625"	"33475"	0.30903724118626
"Contig17057_19428_25925"	"Contig17057"	"19428"	"25925"	0.30903724118626
"Contig17058_812_13526"	"Contig17058"	"812"	"13526"	0.679833458508072
"Contig17091_12726_47132"	"Contig17091"	"12726"	"47132"	0.102922981393811
"Contig17101_11138_21699"	"Contig17101"	"11138"	"21699"	0.491339629323947
"Contig17101_13940_21241"	"Contig17101"	"13940"	"21241"	0.577607211264791
"Contig17101_18155_31839"	"Contig17101"	"18155"	"31839"	0.540030918484772
"Contig17101_2064_9196"	"Contig17101"	"2064"	"9196"	0.57742162257716
"Contig17101_7709_14434"	"Contig17101"	"7709"	"14434"	0.0413298754796263
"Contig1719_8741_20281"	"Contig1719"	"8741"	"20281"	0.140215492112848
"Contig17191_1_22455"	"Contig17191"	"1"	"22455"	0.0686335896207806
"Contig17191_3796_27539"	"Contig17191"	"3796"	"27539"	0.147520491377521
"Contig17225_1_15136"	"Contig17225"	"1"	"15136"	0.136162578357347
"Contig17237_1_4375"	"Contig17237"	"1"	"4375"	0.213684790789014
"Contig17237_1530_9742"	"Contig17237"	"1530"	"9742"	0.213684790789014
"Contig1726_1012_16813"	"Contig1726"	"1012"	"16813"	0.507345198429918
"Contig17262_1_7472"	"Contig17262"	"1"	"7472"	0.896492511169331
"Contig17266_20409_46212"	"Contig17266"	"20409"	"46212"	0.226977685851572
"Contig17280_23791_35334"	"Contig17280"	"23791"	"35334"	0.735184007824124
"Contig172882_34_13846"	"Contig172882"	"34"	"13846"	0.602319105190693
"Contig17292_3386_9690"	"Contig17292"	"3386"	"9690"	0.141506180900677
"Contig1730_759_17043"	"Contig1730"	"759"	"17043"	0.483279714340664
"Contig17378_1_17068"	"Contig17378"	"1"	"17068"	0.022433538735597
"Contig17378_17523_27377"	"Contig17378"	"17523"	"27377"	0.482251676246428
"Contig17413_1_18216"	"Contig17413"	"1"	"18216"	0.109949217503166
"Contig174566_1_14539"	"Contig174566"	"1"	"14539"	0.0292793404465828
"Contig1750_2974_17934"	"Contig1750"	"2974"	"17934"	0.432343334035048
"Contig17554_9171_17866"	"Contig17554"	"9171"	"17866"	0.303383898189354
"Contig17564_1_14638"	"Contig17564"	"1"	"14638"	0.499460419388605
"Contig17564_22629_27208"	"Contig17564"	"22629"	"27208"	0.724947997409989
"Contig17568_1_10579"	"Contig17568"	"1"	"10579"	0.502529057577761
"Contig17570_556_10093"	"Contig17570"	"556"	"10093"	0.428172651481256
"Contig17598_61857_81668"	"Contig17598"	"61857"	"81668"	0.427443212663462
"Contig17603_55580_69665"	"Contig17603"	"55580"	"69665"	0.809245252837056
"Contig17607_840_9974"	"Contig17607"	"840"	"9974"	0.425837590656395
"Contig17648_17123_43520"	"Contig17648"	"17123"	"43520"	0.00682344932001802
"Contig17650_1_5384"	"Contig17650"	"1"	"5384"	0.152312288647569
"Contig17651_1_6218"	"Contig17651"	"1"	"6218"	0.536406627152722
"Contig17668_1720_27143"	"Contig17668"	"1720"	"27143"	0.604300069979021
"Contig177178_1_12519"	"Contig177178"	"1"	"12519"	0.725621665202289
"Contig17782_1_17849"	"Contig17782"	"1"	"17849"	0.170144020499382
"Contig17786_1_21754"	"Contig17786"	"1"	"21754"	0.398384494919433
"Contig17791_1_13231"	"Contig17791"	"1"	"13231"	0.282313189025416
"Contig17791_29233_58373"	"Contig17791"	"29233"	"58373"	0.710472180080998
"Contig17808_10770_29286"	"Contig17808"	"10770"	"29286"	0.856126638476125
"Contig17839_1_10038"	"Contig17839"	"1"	"10038"	0.749966425971961
"Contig17876_32794_67239"	"Contig17876"	"32794"	"67239"	0.536644291744173
"Contig17925_1_18528"	"Contig17925"	"1"	"18528"	0.596684986117213
"Contig1794_1_13611"	"Contig1794"	"1"	"13611"	0.322095877196285
"Contig1794_5998_21949"	"Contig1794"	"5998"	"21949"	0.322095877196285
"Contig17946_15785_26322"	"Contig17946"	"15785"	"26322"	0.0357470620535348
"Contig17966_13916_28806"	"Contig17966"	"13916"	"28806"	0.0618370537351858
"Contig17968_1_18119"	"Contig17968"	"1"	"18119"	0.476329120552849
"Contig17969_3457_17423"	"Contig17969"	"3457"	"17423"	0.371225116181135
"Contig180_14439_26690"	"Contig180"	"14439"	"26690"	0.233184971598412
"Contig180_51371_56819"	"Contig180"	"51371"	"56819"	0.016309186113287
"Contig1803_1_6195"	"Contig1803"	"1"	"6195"	0.0261890355678829
"Contig1803_3818_13825"	"Contig1803"	"3818"	"13825"	0.676050742524283
"Contig18062_1_9546"	"Contig18062"	"1"	"9546"	0.403345318786529
"Contig18086_1_10669"	"Contig18086"	"1"	"10669"	0.0519164409655496
"Contig181160_1_3050"	"Contig181160"	"1"	"3050"	0.632024978042272
"Contig18120_31874_63469"	"Contig18120"	"31874"	"63469"	0.0429319193629993
"Contig18120_42205_71910"	"Contig18120"	"42205"	"71910"	0.0429319193629993
"Contig18125_1_46574"	"Contig18125"	"1"	"46574"	9.24616316017431e-06
"Contig18145_128_16209"	"Contig18145"	"128"	"16209"	0.0134761746244673
"Contig18178_1_20488"	"Contig18178"	"1"	"20488"	0.438462950675416
"Contig18182_1112_24972"	"Contig18182"	"1112"	"24972"	0.0910671426522139
"Contig182_6837_21683"	"Contig182"	"6837"	"21683"	0.574008280765815
"Contig18248_1_4001"	"Contig18248"	"1"	"4001"	0.114206348107057
"Contig182923_1_1878"	"Contig182923"	"1"	"1878"	0.203226899239781
"Contig183_162_33215"	"Contig183"	"162"	"33215"	0.354499983642372
"Contig18367_1_6685"	"Contig18367"	"1"	"6685"	0.505062321442698
"Contig18383_1121_13429"	"Contig18383"	"1121"	"13429"	0.530083619195275
"Contig18389_1_26722"	"Contig18389"	"1"	"26722"	0.168040581318981
"Contig18424_1_76676"	"Contig18424"	"1"	"76676"	4.09356479287085e-05
"Contig1847_23050_30290"	"Contig1847"	"23050"	"30290"	0.311728935011773
"Contig18485_27692_52779"	"Contig18485"	"27692"	"52779"	0.732561964781362
"Contig18493_2286_31502"	"Contig18493"	"2286"	"31502"	0.37049395849919
"Contig1851_2256_17370"	"Contig1851"	"2256"	"17370"	0.112705273977077
"Contig1851_5036_21530"	"Contig1851"	"5036"	"21530"	0.134217498996985
"Contig18536_1_9743"	"Contig18536"	"1"	"9743"	0.564727293490151
"Contig1854_1_4490"	"Contig1854"	"1"	"4490"	0.0802574144933286
"Contig18583_6487_12389"	"Contig18583"	"6487"	"12389"	0.39495084529701
"Contig18625_1_15210"	"Contig18625"	"1"	"15210"	0.54416505432914
"Contig18625_11959_32053"	"Contig18625"	"11959"	"32053"	0.603229071675722
"Contig18637_3829_10936"	"Contig18637"	"3829"	"10936"	0.120951229935095
"Contig18716_53219_78277"	"Contig18716"	"53219"	"78277"	0.569348689964496
"Contig18733_14940_37109"	"Contig18733"	"14940"	"37109"	0.0281512614270038
"Contig1877_1_7981"	"Contig1877"	"1"	"7981"	0.174391028874925
"Contig1878_4239_22590"	"Contig1878"	"4239"	"22590"	0.2538471462751
"Contig1880_10866_39851"	"Contig1880"	"10866"	"39851"	0.12086323925829
"Contig18831_6067_18542"	"Contig18831"	"6067"	"18542"	0.00299908911524567
"Contig18860_520_14660"	"Contig18860"	"520"	"14660"	0.425446176623719
"Contig18889_21635_54362"	"Contig18889"	"21635"	"54362"	0.209408571168519
"Contig18896_1622_23430"	"Contig18896"	"1622"	"23430"	0.108440148338481
"Contig18896_19473_72177"	"Contig18896"	"19473"	"72177"	0.0417755498420794
"Contig18905_1_44556"	"Contig18905"	"1"	"44556"	0.162214287331142
"Contig18914_20821_53180"	"Contig18914"	"20821"	"53180"	0.392141115289576
"Contig18915_1_9214"	"Contig18915"	"1"	"9214"	0.498000337400659
"Contig19003_15608_29192"	"Contig19003"	"15608"	"29192"	0.667886131608563
"Contig19022_19084_44557"	"Contig19022"	"19084"	"44557"	0.32939598228288
"Contig19024_4615_13434"	"Contig19024"	"4615"	"13434"	0.0118635306148537
