"Quant_Varia"	"contig_gene"	"start_gene_2kb"	"end_gene_2kb"	"Pst_Values"
"Contig102072_1_4436"	"Contig102072"	"1"	"4436"	0.291029542446404
"Contig102103_1_4936"	"Contig102103"	"1"	"4936"	0.506172878729212
"Contig102184_672_6728"	"Contig102184"	"672"	"6728"	0.00269635613792274
"Contig102200_1_8126"	"Contig102200"	"1"	"8126"	0.0172533062200178
"Contig102218_1_5898"	"Contig102218"	"1"	"5898"	0.474506526241213
"Contig102229_1_10905"	"Contig102229"	"1"	"10905"	0.05933307654344
"Contig102297_1_3099"	"Contig102297"	"1"	"3099"	0.0562763053366535
"Contig102322_1_2924"	"Contig102322"	"1"	"2924"	0.465785366646281
"Contig1024_1_14330"	"Contig1024"	"1"	"14330"	0.187656833503298
"Contig102634_1177_5485"	"Contig102634"	"1177"	"5485"	0.695328927748655
"Contig102652_1_13706"	"Contig102652"	"1"	"13706"	0.0165741440572444
"Contig102772_369_7496"	"Contig102772"	"369"	"7496"	0.199520010364664
"Contig102838_1_3913"	"Contig102838"	"1"	"3913"	0.417893209031841
"Contig103020_2216_7173"	"Contig103020"	"2216"	"7173"	0.0351908068297163
"Contig103092_2659_10923"	"Contig103092"	"2659"	"10923"	0.0480078785282779
"Contig103096_1_3133"	"Contig103096"	"1"	"3133"	0.12570224166098
"Contig1031_2329_41050"	"Contig1031"	"2329"	"41050"	0.257989189409546
"Contig103346_1_7618"	"Contig103346"	"1"	"7618"	0.731543542216691
"Contig103346_4131_18776"	"Contig103346"	"4131"	"18776"	0.731543542216691
"Contig103381_1585_10668"	"Contig103381"	"1585"	"10668"	0.564570186002833
"Contig1034_1_24290"	"Contig1034"	"1"	"24290"	0.0164554140355224
"Contig103456_803_6860"	"Contig103456"	"803"	"6860"	0.479503493751206
"Contig103503_4845_9852"	"Contig103503"	"4845"	"9852"	0.00352814993050027
"Contig103542_1_3908"	"Contig103542"	"1"	"3908"	0.755631282138626
"Contig1036_1_12149"	"Contig1036"	"1"	"12149"	0.274411688866536
"Contig103645_1_5286"	"Contig103645"	"1"	"5286"	0.262813629379149
"Contig103645_1_6628"	"Contig103645"	"1"	"6628"	0.262813629379149
"Contig10373_1_3003"	"Contig10373"	"1"	"3003"	0.742945252035322
"Contig103745_1_9291"	"Contig103745"	"1"	"9291"	0.0873551030739175
"Contig103800_1_22002"	"Contig103800"	"1"	"22002"	0.293190805050163
"Contig103892_1_2413"	"Contig103892"	"1"	"2413"	0.421059860277021
"Contig103951_2144_6701"	"Contig103951"	"2144"	"6701"	0.131085867574256
"Contig104009_1_4252"	"Contig104009"	"1"	"4252"	0.409052205883655
"Contig104039_1_7804"	"Contig104039"	"1"	"7804"	0.181673835636322
"Contig104064_660_3523"	"Contig104064"	"660"	"3523"	0.822587171570299
"Contig104145_1_20373"	"Contig104145"	"1"	"20373"	0.361185654432679
"Contig104145_4036_10218"	"Contig104145"	"4036"	"10218"	0.379577565643838
"Contig104198_7222_13139"	"Contig104198"	"7222"	"13139"	0.642704636382023
"Contig104365_559_10779"	"Contig104365"	"559"	"10779"	0.0636584009896341
"Contig104372_576_10823"	"Contig104372"	"576"	"10823"	0.495748576236121
"Contig104544_578_14006"	"Contig104544"	"578"	"14006"	0.023312502695456
"Contig104545_1_4483"	"Contig104545"	"1"	"4483"	0.00412293447663936
"Contig1046_21846_28666"	"Contig1046"	"21846"	"28666"	0.467643294979632
"Contig104618_1_4143"	"Contig104618"	"1"	"4143"	0.583205426903738
"Contig104619_155_4592"	"Contig104619"	"155"	"4592"	0.112608509981569
"Contig104643_1_11629"	"Contig104643"	"1"	"11629"	0.0144841576749181
"Contig104660_5483_9641"	"Contig104660"	"5483"	"9641"	0.741288154732534
"Contig104763_2426_6725"	"Contig104763"	"2426"	"6725"	0.766174782030592
"Contig104798_6400_12705"	"Contig104798"	"6400"	"12705"	0.00392757072819699
"Contig104804_1_3555"	"Contig104804"	"1"	"3555"	0.115772316579475
"Contig104891_1_13042"	"Contig104891"	"1"	"13042"	0.0331943983537417
"Contig105_25900_37961"	"Contig105"	"25900"	"37961"	0.304193124526608
"Contig1050_4735_27978"	"Contig1050"	"4735"	"27978"	0.115487106740917
"Contig105011_78_2722"	"Contig105011"	"78"	"2722"	0.571351723023677
"Contig105035_6603_10899"	"Contig105035"	"6603"	"10899"	0.0951464024468723
"Contig105054_422_4996"	"Contig105054"	"422"	"4996"	0.0288754908129509
"Contig1052_4600_13939"	"Contig1052"	"4600"	"13939"	0.0056213467944054
"Contig105226_1_1779"	"Contig105226"	"1"	"1779"	0.240001353628788
"Contig105390_362_3419"	"Contig105390"	"362"	"3419"	0.414508213049481
"Contig105417_1_4126"	"Contig105417"	"1"	"4126"	0.057828015560706
"Contig105425_1_12292"	"Contig105425"	"1"	"12292"	0.688826343738805
"Contig105479_1_4115"	"Contig105479"	"1"	"4115"	0.0298184926473264
"Contig105479_513_4962"	"Contig105479"	"513"	"4962"	0.0298184926473264
"Contig10564_1_5054"	"Contig10564"	"1"	"5054"	0.28051141445848
"Contig105734_413_8107"	"Contig105734"	"413"	"8107"	0.154007714755747
"Contig1059_21816_34578"	"Contig1059"	"21816"	"34578"	0.0927709816356059
"Contig10592_1_1534"	"Contig10592"	"1"	"1534"	0.781340181491628
"Contig105931_3965_10474"	"Contig105931"	"3965"	"10474"	0.569588946179712
"Contig105931_7086_18163"	"Contig105931"	"7086"	"18163"	0.276225654751307
"Contig106_1916_29861"	"Contig106"	"1916"	"29861"	0.724966075643338
"Contig106_41129_47237"	"Contig106"	"41129"	"47237"	0.0359543769541427
"Contig106082_201_6342"	"Contig106082"	"201"	"6342"	0.758889549914336
"Contig106107_1_4582"	"Contig106107"	"1"	"4582"	0.250229848172389
"Contig106294_1_8554"	"Contig106294"	"1"	"8554"	0.0182455044922418
"Contig106480_1_2192"	"Contig106480"	"1"	"2192"	0.000592640434947512
"Contig1065_19141_33167"	"Contig1065"	"19141"	"33167"	0.471462223447257
"Contig106582_1129_12342"	"Contig106582"	"1129"	"12342"	0.498240785379517
"Contig106684_1_13924"	"Contig106684"	"1"	"13924"	0.287596026090802
"Contig106878_1_5053"	"Contig106878"	"1"	"5053"	0.374408031507783
"Contig1069_5760_21118"	"Contig1069"	"5760"	"21118"	0.0383352351178778
"Contig107063_1_3781"	"Contig107063"	"1"	"3781"	0.855307561138449
"Contig107120_1_5247"	"Contig107120"	"1"	"5247"	0.491621146492775
"Contig10721_1_2662"	"Contig10721"	"1"	"2662"	0.387240116871359
"Contig10722_1_2486"	"Contig10722"	"1"	"2486"	0.167041841559169
"Contig10730_1_2340"	"Contig10730"	"1"	"2340"	0.0467014395545735
"Contig10731_662_10602"	"Contig10731"	"662"	"10602"	0.00202611591557682
"Contig10732_1_1820"	"Contig10732"	"1"	"1820"	0.470130841259441
"Contig107370_1_3334"	"Contig107370"	"1"	"3334"	0.000834039374843622
"Contig1074_10351_18003"	"Contig1074"	"10351"	"18003"	0.0106270524691924
"Contig107429_1_9347"	"Contig107429"	"1"	"9347"	0.0678956946749108
"Contig107460_1_21055"	"Contig107460"	"1"	"21055"	0.140311494979044
"Contig10751_1_10024"	"Contig10751"	"1"	"10024"	0.362599768520401
"Contig107541_1926_7324"	"Contig107541"	"1926"	"7324"	0.27114247827902
"Contig107546_1409_5682"	"Contig107546"	"1409"	"5682"	0.494159175109295
"Contig107674_1110_20789"	"Contig107674"	"1110"	"20789"	0.400974406023064
"Contig107685_1_2631"	"Contig107685"	"1"	"2631"	0.0613702748113686
"Contig1077_1_12327"	"Contig1077"	"1"	"12327"	0.565761863982606
"Contig107704_2930_14124"	"Contig107704"	"2930"	"14124"	0.648499989631598
"Contig107704_6616_14124"	"Contig107704"	"6616"	"14124"	0.648499989631598
"Contig107764_2194_10917"	"Contig107764"	"2194"	"10917"	0.260519691492453
"Contig107785_1504_27524"	"Contig107785"	"1504"	"27524"	0.18811274763775
"Contig107851_1_3173"	"Contig107851"	"1"	"3173"	0.019186225658428
"Contig107924_1_3060"	"Contig107924"	"1"	"3060"	0.171831871751917
"Contig108_45325_61875"	"Contig108"	"45325"	"61875"	0.517509448403558
"Contig108068_1_9303"	"Contig108068"	"1"	"9303"	0.328408719114784
"Contig108128_41_4565"	"Contig108128"	"41"	"4565"	0.00572971111077139
"Contig108248_1_2662"	"Contig108248"	"1"	"2662"	0.55071222017061
"Contig108447_1_7602"	"Contig108447"	"1"	"7602"	0.22909316361108
"Contig108447_2637_8649"	"Contig108447"	"2637"	"8649"	0.0047612962520042
"Contig108499_1_11878"	"Contig108499"	"1"	"11878"	0.0741226130053791
"Contig10862_1_7470"	"Contig10862"	"1"	"7470"	0.0254280949642477
"Contig108714_1_17303"	"Contig108714"	"1"	"17303"	0.726916003147847
"Contig108716_1_4670"	"Contig108716"	"1"	"4670"	0.00224077143492958
"Contig109013_1_6161"	"Contig109013"	"1"	"6161"	0.0442526307875071
"Contig109092_1_21413"	"Contig109092"	"1"	"21413"	0.446848932813678
"Contig109233_1_7489"	"Contig109233"	"1"	"7489"	0.115949657579217
"Contig1093_1_28526"	"Contig1093"	"1"	"28526"	0.0917145288557799
"Contig109397_1_11883"	"Contig109397"	"1"	"11883"	0.0629362887437203
"Contig109515_799_11518"	"Contig109515"	"799"	"11518"	0.163276240202548
"Contig109522_1_6368"	"Contig109522"	"1"	"6368"	0.331338964965332
"Contig109553_1_3817"	"Contig109553"	"1"	"3817"	0.00608591890933041
"Contig1097_1_20676"	"Contig1097"	"1"	"20676"	0.341575354081644
"Contig1097_4894_18580"	"Contig1097"	"4894"	"18580"	0.172802346957607
"Contig109779_1_8759"	"Contig109779"	"1"	"8759"	0.278496287898408
"Contig1098_1_16178"	"Contig1098"	"1"	"16178"	0.0015713301401367
"Contig1098_14148_30251"	"Contig1098"	"14148"	"30251"	0.507490333493928
"Contig109827_1_4543"	"Contig109827"	"1"	"4543"	0.429037641495222
"Contig109827_1765_6591"	"Contig109827"	"1765"	"6591"	0.429037641495222
"Contig1099_1_13787"	"Contig1099"	"1"	"13787"	0.198879779770459
"Contig109914_4763_31760"	"Contig109914"	"4763"	"31760"	0.473744525179095
"Contig11_1_46900"	"Contig11"	"1"	"46900"	0.0663445778261041
"Contig11_44538_77021"	"Contig11"	"44538"	"77021"	0.651095074906152
"Contig110104_823_17430"	"Contig110104"	"823"	"17430"	0.0906221077147059
"Contig110173_5658_10515"	"Contig110173"	"5658"	"10515"	0.663864983210918
"Contig110191_1_15350"	"Contig110191"	"1"	"15350"	0.27658558975472
"Contig110223_776_8309"	"Contig110223"	"776"	"8309"	0.574656125877821
"Contig110303_1_6874"	"Contig110303"	"1"	"6874"	0.00306230508870574
"Contig110573_1_4687"	"Contig110573"	"1"	"4687"	0.630545692514231
"Contig110744_1_4606"	"Contig110744"	"1"	"4606"	0.0893481605041983
"Contig11092_832_12087"	"Contig11092"	"832"	"12087"	0.191766207242007
"Contig111047_1_1821"	"Contig111047"	"1"	"1821"	0.216232121086647
"Contig1111_22968_28792"	"Contig1111"	"22968"	"28792"	0.217162494801473
"Contig111122_1_3496"	"Contig111122"	"1"	"3496"	0.249948518767085
"Contig111262_1_6424"	"Contig111262"	"1"	"6424"	0.337668142743281
"Contig1113_1207_17521"	"Contig1113"	"1207"	"17521"	0.28271145855618
"Contig111528_1_4786"	"Contig111528"	"1"	"4786"	0.28379447751081
"Contig111633_1_3024"	"Contig111633"	"1"	"3024"	0.786894926844987
"Contig11167_1_1414"	"Contig11167"	"1"	"1414"	0.30818707790517
"Contig11174_1635_11536"	"Contig11174"	"1635"	"11536"	0.465735786572635
"Contig111762_1_11781"	"Contig111762"	"1"	"11781"	0.496353483485146
"Contig11177_1_4997"	"Contig11177"	"1"	"4997"	0.418939400107803
"Contig111775_1_5046"	"Contig111775"	"1"	"5046"	0.267921342284739
"Contig11192_1_6078"	"Contig11192"	"1"	"6078"	0.282291227585231
"Contig112_35038_49115"	"Contig112"	"35038"	"49115"	0.222062207261115
"Contig112056_1_2022"	"Contig112056"	"1"	"2022"	0.118919773915619
"Contig112130_716_5012"	"Contig112130"	"716"	"5012"	0.652829554557025
"Contig1123_4047_24084"	"Contig1123"	"4047"	"24084"	0.468428443213235
"Contig112314_1_1320"	"Contig112314"	"1"	"1320"	0.154610522578835
"Contig112389_1_11317"	"Contig112389"	"1"	"11317"	4.3171180631787e-06
"Contig1125_1_18943"	"Contig1125"	"1"	"18943"	0.614144627925294
"Contig112672_1_3851"	"Contig112672"	"1"	"3851"	0.278501864080249
"Contig112694_9724_13709"	"Contig112694"	"9724"	"13709"	0.36327776889904
"Contig1127_658_20089"	"Contig1127"	"658"	"20089"	0.210523479711666
"Contig112745_4725_11800"	"Contig112745"	"4725"	"11800"	0.0720874321316461
"Contig112833_1_6669"	"Contig112833"	"1"	"6669"	0.782369211086515
"Contig112932_1_4683"	"Contig112932"	"1"	"4683"	0.030620878905725
"Contig112945_3918_7448"	"Contig112945"	"3918"	"7448"	0.0390473829850013
"Contig112997_1027_9370"	"Contig112997"	"1027"	"9370"	0.336748034678969
"Contig113_184_34185"	"Contig113"	"184"	"34185"	0.0756172146245975
"Contig113_31450_37392"	"Contig113"	"31450"	"37392"	0.346491286983554
"Contig113_33590_40692"	"Contig113"	"33590"	"40692"	0.045203949479723
"Contig113_37483_46098"	"Contig113"	"37483"	"46098"	0.0119534736868152
"Contig1132_12048_16887"	"Contig1132"	"12048"	"16887"	0.0050963847316223
"Contig1132_14762_18322"	"Contig1132"	"14762"	"18322"	0.695258301335455
"Contig1132_2903_18322"	"Contig1132"	"2903"	"18322"	0.695258301335455
"Contig113403_1_5182"	"Contig113403"	"1"	"5182"	0.355137741196775
"Contig1135_9509_16856"	"Contig1135"	"9509"	"16856"	0.745306450729581
"Contig113568_1_2453"	"Contig113568"	"1"	"2453"	0.64491477789191
"Contig113872_1_5767"	"Contig113872"	"1"	"5767"	0.0996409519500236
"Contig113872_3161_8111"	"Contig113872"	"3161"	"8111"	0.289403317641209
"Contig114064_2370_8142"	"Contig114064"	"2370"	"8142"	0.0757061352824147
"Contig114165_1_1770"	"Contig114165"	"1"	"1770"	0.101719253844085
"Contig1144_1_24723"	"Contig1144"	"1"	"24723"	0.336633945124929
"Contig114453_1_1666"	"Contig114453"	"1"	"1666"	0.627972194389516
"Contig1147_14400_20962"	"Contig1147"	"14400"	"20962"	0.162863971154769
"Contig1151_10979_39826"	"Contig1151"	"10979"	"39826"	0.551492267074051
"Contig11514_1_1345"	"Contig11514"	"1"	"1345"	0.39533762530663
"Contig1153_3630_16086"	"Contig1153"	"3630"	"16086"	0.251432309662264
"Contig1156_9320_19049"	"Contig1156"	"9320"	"19049"	0.453352355118641
"Contig115678_1_2855"	"Contig115678"	"1"	"2855"	0.473080233486571
"Contig115997_1_7401"	"Contig115997"	"1"	"7401"	0.635261061180452
"Contig116_31518_59247"	"Contig116"	"31518"	"59247"	0.317584050394273
"Contig1162_1_13408"	"Contig1162"	"1"	"13408"	0.235716993274672
"Contig116303_1_8738"	"Contig116303"	"1"	"8738"	0.583741014284392
"Contig116666_3312_6986"	"Contig116666"	"3312"	"6986"	1.13212014001127e-05
"Contig1167_1_30793"	"Contig1167"	"1"	"30793"	0.00391507435007635
"Contig116743_575_12730"	"Contig116743"	"575"	"12730"	0.287669517853992
"Contig1169_21499_36855"	"Contig1169"	"21499"	"36855"	0.00148405272583654
"Contig1169_3319_37035"	"Contig1169"	"3319"	"37035"	0.390155871358233
"Contig116996_1_4043"	"Contig116996"	"1"	"4043"	0.880767366339259
"Contig117090_1_6895"	"Contig117090"	"1"	"6895"	0.311017445440029
"Contig117259_1_1376"	"Contig117259"	"1"	"1376"	0.133750184635699
"Contig117463_1_9443"	"Contig117463"	"1"	"9443"	0.000594167050302521
"Contig1175_6145_19508"	"Contig1175"	"6145"	"19508"	0.273064101986067
"Contig117650_1_1584"	"Contig117650"	"1"	"1584"	0.728246297108379
"Contig1177_1_17798"	"Contig1177"	"1"	"17798"	0.00408750430258955
"Contig117813_1_5240"	"Contig117813"	"1"	"5240"	0.179422889437497
"Contig117932_1_7661"	"Contig117932"	"1"	"7661"	0.546054977003412
"Contig117952_1_15288"	"Contig117952"	"1"	"15288"	0.170694719598965
"Contig118036_1901_13758"	"Contig118036"	"1901"	"13758"	0.00133877218604412
"Contig1181_1_5712"	"Contig1181"	"1"	"5712"	0.00952428889890763
"Contig118138_1_3767"	"Contig118138"	"1"	"3767"	0.816563685302903
"Contig118175_1_4490"	"Contig118175"	"1"	"4490"	0.340583282143939
"Contig118194_685_6006"	"Contig118194"	"685"	"6006"	0.140438309773282
"Contig118291_9073_12773"	"Contig118291"	"9073"	"12773"	0.768824789075055
"Contig118510_306_4868"	"Contig118510"	"306"	"4868"	0.0554951914478466
"Contig118608_1_11610"	"Contig118608"	"1"	"11610"	0.314793568655702
"Contig1194_1_37854"	"Contig1194"	"1"	"37854"	0.488341158922128
"Contig1194_20552_37854"	"Contig1194"	"20552"	"37854"	0.488341158922128
"Contig1195_1_32091"	"Contig1195"	"1"	"32091"	0.0665457187981695
"Contig119696_6420_11082"	"Contig119696"	"6420"	"11082"	0.717473778854572
"Contig1197_3475_31925"	"Contig1197"	"3475"	"31925"	0.0607720191004094
"Contig119727_1_5285"	"Contig119727"	"1"	"5285"	0.122894488004652
"Contig119778_1_3941"	"Contig119778"	"1"	"3941"	0.476706154421288
"Contig1198_3690_15080"	"Contig1198"	"3690"	"15080"	0.281373929767691
"Contig11982_1_3275"	"Contig11982"	"1"	"3275"	0.888534533772033
"Contig12_1_19625"	"Contig12"	"1"	"19625"	0.00263451098655758
"Contig12_22393_56106"	"Contig12"	"22393"	"56106"	0.401654037259469
"Contig120023_1_1632"	"Contig120023"	"1"	"1632"	0.685554354662701
"Contig120088_28_4249"	"Contig120088"	"28"	"4249"	0.208244420880151
"Contig1201_1_6721"	"Contig1201"	"1"	"6721"	0.141761312853159
"Contig120320_1_7640"	"Contig120320"	"1"	"7640"	0.0311567471051684
"Contig12036_1_1412"	"Contig12036"	"1"	"1412"	0.00243836071566582
"Contig120378_1_12836"	"Contig120378"	"1"	"12836"	0.19748251210218
"Contig120547_1_5786"	"Contig120547"	"1"	"5786"	0.105674360888555
"Contig120876_1_6247"	"Contig120876"	"1"	"6247"	0.0194759814913163
"Contig121_32314_65309"	"Contig121"	"32314"	"65309"	0.635081527488321
"Contig121_3524_29546"	"Contig121"	"3524"	"29546"	0.0204258341970508
"Contig121261_1_1758"	"Contig121261"	"1"	"1758"	0.645218119361459
"Contig121347_1_7489"	"Contig121347"	"1"	"7489"	0.503833082681264
"Contig121404_1_2645"	"Contig121404"	"1"	"2645"	0.011932631932376
"Contig12163_1_2519"	"Contig12163"	"1"	"2519"	0.028313025365633
"Contig1219_475_29476"	"Contig1219"	"475"	"29476"	0.566799692566481
"Contig122_23639_43919"	"Contig122"	"23639"	"43919"	0.132777603514887
"Contig1221_1_34027"	"Contig1221"	"1"	"34027"	0.343986615125796
"Contig122273_1_2156"	"Contig122273"	"1"	"2156"	0.0858100054701971
"Contig1224_1_28530"	"Contig1224"	"1"	"28530"	0.198295465695442
"Contig122675_1_5412"	"Contig122675"	"1"	"5412"	0.000470793086217698
"Contig122675_1948_6655"	"Contig122675"	"1948"	"6655"	0.000470793086217698
"Contig122747_1_7680"	"Contig122747"	"1"	"7680"	0.00423473552849481
"Contig122810_1398_7678"	"Contig122810"	"1398"	"7678"	0.405852267088799
"Contig122890_1299_6506"	"Contig122890"	"1299"	"6506"	0.0939352691317421
"Contig122909_268_3516"	"Contig122909"	"268"	"3516"	0.151384635456472
"Contig122997_7019_10255"	"Contig122997"	"7019"	"10255"	0.395767717826978
"Contig123_22224_30809"	"Contig123"	"22224"	"30809"	0.0746564070431327
"Contig123285_546_5782"	"Contig123285"	"546"	"5782"	0.110952481535095
"Contig123423_1_6019"	"Contig123423"	"1"	"6019"	0.238790362186229
"Contig123628_5802_13122"	"Contig123628"	"5802"	"13122"	0.776336316520196
"Contig123780_1_3591"	"Contig123780"	"1"	"3591"	0.609914708204435
"Contig123831_6225_14911"	"Contig123831"	"6225"	"14911"	0.590821169125962
"Contig123992_1_9938"	"Contig123992"	"1"	"9938"	0.048922643788029
"Contig1240_14695_26784"	"Contig1240"	"14695"	"26784"	0.868113800244622
"Contig1240_211_26784"	"Contig1240"	"211"	"26784"	0.807472527407389
"Contig124018_1_3026"	"Contig124018"	"1"	"3026"	0.0137012044737913
"Contig124197_1_1628"	"Contig124197"	"1"	"1628"	0.560064710783642
"Contig124397_545_8139"	"Contig124397"	"545"	"8139"	0.8406605101785
"Contig1245_741_11854"	"Contig1245"	"741"	"11854"	0.408776876544367
"Contig125117_1_5623"	"Contig125117"	"1"	"5623"	0.578236939454103
"Contig125201_3441_6519"	"Contig125201"	"3441"	"6519"	0.404540918800872
"Contig125656_1_11417"	"Contig125656"	"1"	"11417"	0.00388782380519251
"Contig125691_1_4897"	"Contig125691"	"1"	"4897"	0.214962022866483
"Contig125691_824_8631"	"Contig125691"	"824"	"8631"	0.214962022866483
"Contig1258_11171_31053"	"Contig1258"	"11171"	"31053"	0.0566989330360113
"Contig125878_1_11147"	"Contig125878"	"1"	"11147"	0.632548230977343
"Contig125900_1_3478"	"Contig125900"	"1"	"3478"	0.45075938011126
"Contig126053_1_5599"	"Contig126053"	"1"	"5599"	0.00810841212649103
"Contig1263_1_9579"	"Contig1263"	"1"	"9579"	0.722209018231272
"Contig126465_1_3455"	"Contig126465"	"1"	"3455"	0.386136734184045
"Contig126675_1_2080"	"Contig126675"	"1"	"2080"	0.533764417784488
"Contig1267_281_5095"	"Contig1267"	"281"	"5095"	0.331837800311436
"Contig126730_3435_21722"	"Contig126730"	"3435"	"21722"	0.805997103858166
"Contig126791_2424_8024"	"Contig126791"	"2424"	"8024"	0.771254214914493
"Contig1268_1_12496"	"Contig1268"	"1"	"12496"	0.128688216685192
"Contig126875_1_10342"	"Contig126875"	"1"	"10342"	0.325675774357417
"Contig1269_1_13515"	"Contig1269"	"1"	"13515"	0.613950050570277
"Contig1270_696_10428"	"Contig1270"	"696"	"10428"	0.438195736499573
"Contig127340_1_1290"	"Contig127340"	"1"	"1290"	0.0404781504917226
"Contig127636_533_8936"	"Contig127636"	"533"	"8936"	0.542472279415763
"Contig127676_1_4204"	"Contig127676"	"1"	"4204"	0.301794496386157
"Contig1277_5830_29254"	"Contig1277"	"5830"	"29254"	0.281283922296548
"Contig1278_2320_14488"	"Contig1278"	"2320"	"14488"	0.19977314754832
"Contig128000_1_12648"	"Contig128000"	"1"	"12648"	0.221648717553823
"Contig128375_1_8792"	"Contig128375"	"1"	"8792"	0.11694462809155
"Contig1284_1_22587"	"Contig1284"	"1"	"22587"	0.474595239120918
"Contig1285_1609_16024"	"Contig1285"	"1609"	"16024"	0.00405651393294582
"Contig128623_1_1673"	"Contig128623"	"1"	"1673"	0.277450696748344
"Contig128973_10427_14821"	"Contig128973"	"10427"	"14821"	0.533813092420168
"Contig129_9110_46084"	"Contig129"	"9110"	"46084"	0.177924843444291
"Contig129043_1_4213"	"Contig129043"	"1"	"4213"	0.795460723199477
"Contig129243_3484_11215"	"Contig129243"	"3484"	"11215"	0.00025546755255893
"Contig129243_8630_12065"	"Contig129243"	"8630"	"12065"	0.0349154255971778
"Contig129473_825_16665"	"Contig129473"	"825"	"16665"	0.000954207066023943
"Contig1297_42614_57313"	"Contig1297"	"42614"	"57313"	0.868649756747457
"Contig1297_43241_67699"	"Contig1297"	"43241"	"67699"	0.777903222443637
"Contig13_6846_63081"	"Contig13"	"6846"	"63081"	0.163327204732382
"Contig1301_2045_13951"	"Contig1301"	"2045"	"13951"	0.72449452114099
"Contig130103_1_1956"	"Contig130103"	"1"	"1956"	0.119652609269201
"Contig130124_1_3861"	"Contig130124"	"1"	"3861"	0.270529292911145
"Contig130124_540_5086"	"Contig130124"	"540"	"5086"	0.0241571379984304
"Contig130295_1_4024"	"Contig130295"	"1"	"4024"	0.0006324980855753
"Contig130434_1_13553"	"Contig130434"	"1"	"13553"	0.511130958075608
"Contig130496_1_2695"	"Contig130496"	"1"	"2695"	0.0117898300844144
"Contig130717_1_12797"	"Contig130717"	"1"	"12797"	0.504326611704614
"Contig1308_3099_24704"	"Contig1308"	"3099"	"24704"	0.12420243410732
"Contig130811_1_6982"	"Contig130811"	"1"	"6982"	0.0815038051101069
"Contig131_1230_11653"	"Contig131"	"1230"	"11653"	0.834914349007966
"Contig131024_6346_12241"	"Contig131024"	"6346"	"12241"	0.417923355381101
