"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"673"	"Contig100743"	10044	10044	"+"	7.99157248938114e-11	1.13946613461492e-08	35.6869325760509
"682"	"Contig100743"	10219	10219	"+"	1.20344560860693e-12	2.2586891360709e-10	-57.7604265854123
"702"	"Contig100750"	1711	1711	"+"	5.74159592517754e-07	3.70148588837066e-05	30.8321406665304
"761"	"Contig100806"	1539	1539	"+"	2.650786484858e-07	1.85906335352555e-05	39.2188052315306
"939"	"Contig100994"	3072	3072	"+"	0.000236970986524632	0.00690961425750963	-26.2564862861379
"952"	"Contig100994"	3428	3428	"+"	6.74217789245124e-11	9.78745154934885e-09	-34.5014601585315
"1090"	"Contig101076"	114	114	"+"	1.00146483265915e-08	9.66074564352674e-07	-45.3818181818182
"1169"	"Contig101153"	3245	3245	"+"	4.20651126839544e-11	6.30228673026418e-09	-40.2055702917772
"1195"	"Contig101222"	6480	6480	"+"	3.09975268111196e-09	3.30681365637998e-07	-43.9935064935065
"1224"	"Contig101226"	824	824	"+"	1.42335595666506e-06	8.35258189005779e-05	34.8214285714286
"1447"	"Contig10138"	155	155	"+"	2.03262112973276e-08	1.84195550234526e-06	-27.6282051282051
"1570"	"Contig101488"	167	167	"+"	1.77803415027317e-06	0.000101834589418042	25.363676929942
"1612"	"Contig101527"	14263	14263	"+"	3.24396984509615e-05	0.00130202197099159	-37.618636755824
"1662"	"Contig101603"	2556	2556	"+"	7.77931507430829e-07	4.85603765807782e-05	27.227463312369
"1963"	"Contig101771"	1825	1825	"+"	9.35089283511903e-10	1.09574386602016e-07	27.7152715271527
"2033"	"Contig101875"	1017	1017	"+"	0.000358332350601994	0.00969108169926974	27.3529411764706
"2035"	"Contig101875"	1040	1040	"+"	5.80910152538829e-08	4.73791690809495e-06	25.2924566357402
"2107"	"Contig101996"	3103	3103	"+"	3.8249407469455e-06	0.000202280650264707	-28.8051209103841
"2115"	"Contig102"	8605	8605	"+"	2.60669190423817e-14	6.21295175819054e-12	55.6390977443609
"2267"	"Contig102141"	3925	3925	"+"	8.58411365777475e-13	1.64413118143124e-10	-32.258064516129
"2286"	"Contig102167"	1627	1627	"+"	2.51075919292734e-11	3.89165589220759e-09	-39.7174254317111
"2362"	"Contig102196"	623	623	"+"	0.000173548593142185	0.0053423191880291	-27.5942028985507
"2453"	"Contig102240"	6394	6394	"+"	1.23898728434005e-08	1.16856507056544e-06	45.8712121212121
"2454"	"Contig102240"	6406	6406	"+"	1.04079374260601e-15	3.08006650983613e-13	63.049853372434
"2492"	"Contig102298"	80	80	"+"	1.67800929813935e-05	0.00073808648447168	-26.7361111111111
"2691"	"Contig1024"	11038	11038	"+"	3.13312258528666e-08	2.71840863816006e-06	27.1264367816092
"2919"	"Contig10269"	1533	1533	"+"	1.97964542428796e-06	0.000112263563694724	30.1946973220812
"2934"	"Contig102698"	201	201	"+"	2.20160539185458e-17	8.08157805135757e-15	-51.1062217332844
"3011"	"Contig102733"	521	521	"+"	4.72689840371299e-12	8.26318571043955e-10	-35.0947411085216
"3016"	"Contig102733"	605	605	"+"	8.29507493163292e-16	2.50060606208824e-13	41.0214895496026
"3020"	"Contig102733"	666	666	"+"	6.23712166134467e-17	2.17894911942126e-14	29.2742551566081
"3138"	"Contig102851"	423	423	"+"	2.04117412507508e-10	2.69771529233902e-08	34.6102150537634
"3237"	"Contig102994"	888	888	"+"	1.1390251783506e-09	1.31682934533552e-07	28.8000239277382
"3258"	"Contig102998"	2221	2221	"+"	1.09178435290112e-06	6.6020367010941e-05	26.2237762237762
"3271"	"Contig103019"	1069	1069	"+"	0.00019204283728841	0.00579829553384258	25.5141080822573
"3384"	"Contig103096"	1831	1831	"+"	4.61374117773852e-07	3.04080926899495e-05	26.1251339445172
"3436"	"Contig103147"	8236	8236	"+"	5.32930825227386e-15	1.39798537476616e-12	-37.4644870842257
"3475"	"Contig103186"	2987	2987	"+"	3.07492314799176e-11	4.71076121671851e-09	30.9913568934347
"3489"	"Contig103208"	38	38	"+"	1.31691444178636e-39	1.34255714826496e-35	97.5806451612903
"3534"	"Contig103323"	2091	2091	"+"	1.05160692667649e-08	1.00665128253038e-06	29.0354234128152
"3565"	"Contig103372"	877	877	"+"	9.47731202203442e-07	5.79952428454141e-05	28.3429441845284
"3625"	"Contig103405"	170	170	"+"	2.31090456249765e-16	7.4790541420753e-14	26.1684981684982
"3631"	"Contig103405"	1640	1640	"+"	2.19071777507628e-16	7.11060062078091e-14	52.4660194174757
"3738"	"Contig103503"	7054	7054	"+"	1.43417323488067e-08	1.33525039468664e-06	-30.8168275212698
"3741"	"Contig103503"	7093	7093	"+"	1.48495626465766e-11	2.38746688796641e-09	-33.1164324136734
"3767"	"Contig103504"	5640	5640	"+"	5.37866972573247e-05	0.00200223813139625	-27.6267748478702
"3775"	"Contig103504"	6165	6165	"+"	5.88757938116798e-05	0.00216083892082459	-29.5348487129309
"3830"	"Contig103542"	1963	1963	"+"	7.81939600001939e-10	9.29885383240929e-08	28.2982931653359
"3867"	"Contig103596"	5644	5644	"+"	1.79054636621628e-20	9.18971486210331e-18	-51.6902204635387
"4237"	"Contig104009"	1273	1273	"+"	2.4700201280679e-05	0.00103182249098457	-36.2745098039216
"4322"	"Contig104047"	750	750	"+"	1.89695389084698e-07	1.37688033408323e-05	-27.4509803921569
"4337"	"Contig104064"	2697	2697	"+"	1.81296393182505e-12	3.32748311153936e-10	40.3821976364094
"4363"	"Contig10411"	2146	2146	"+"	2.42996106052972e-05	0.00101660305092077	30.622009569378
"4375"	"Contig104139"	1402	1402	"+"	1.93251180116801e-05	0.000832880642595586	-25.5604647357225
"4656"	"Contig104531"	8146	8146	"+"	4.86331628596188e-14	1.11644119487465e-11	-35.3786662775427
"4810"	"Contig1046"	23540	23540	"+"	1.04552157572105e-11	1.72256768572881e-09	-28.3893985728848
"4906"	"Contig104643"	581	581	"+"	3.99024567862975e-17	1.42507556636235e-14	38.5826771653543
"4907"	"Contig104643"	597	597	"+"	1.54546786305545e-13	3.32014752856129e-11	43.6170212765958
"4983"	"Contig104660"	8137	8137	"+"	1.54958228265877e-08	1.43732919618244e-06	34.6981848881384
"5216"	"Contig104978"	1446	1446	"+"	2.2583337669054e-12	4.09464571016626e-10	33.9435545385202
"5218"	"Contig104978"	2233	2233	"+"	5.05305810375088e-14	1.15526917729036e-11	30.4030513074412
"5306"	"Contig105009"	6569	6569	"+"	5.69120393420583e-10	6.92215202516948e-08	35.5758212375859
"5525"	"Contig105123"	99	99	"+"	3.38225689180734e-41	4.62082079214305e-37	96.4049062455942
"5526"	"Contig105123"	102	102	"+"	1.25657870980542e-36	8.54031046956712e-33	94.6428571428571
"5581"	"Contig105226"	763	763	"+"	7.77505038702567e-09	7.6685040909693e-07	-40.66186449525
"5650"	"Contig105321"	2173	2173	"+"	4.8258867392263e-06	0.000248192663722545	-26.2142968223524
"5740"	"Contig105425"	6861	6861	"+"	7.80709486115759e-10	9.28915059230234e-08	37.6068376068376
"5751"	"Contig105442"	1874	1874	"+"	1.88575794114117e-06	0.000107537491255964	27.2298136645963
"5812"	"Contig105508"	805	805	"+"	8.83072047394164e-18	3.40307135187903e-15	-40.1920614596671
"5972"	"Contig105848"	1427	1427	"+"	1.07080243063927e-10	1.49355495043393e-08	-46.4340626848019
"6125"	"Contig10592"	487	487	"+"	2.5639567438169e-05	0.00106412649215243	-29.6160130718954
"6133"	"Contig10592"	553	553	"+"	1.34092091089841e-11	2.16989058215604e-09	27.979464613128
"6227"	"Contig105931"	14589	14589	"+"	0.00011509435681066	0.00381578706157234	26.5384615384615
"6260"	"Contig106"	28764	28764	"+"	4.4409667893647e-09	4.60275830970825e-07	46.8367889420521
"6313"	"Contig106082"	2293	2293	"+"	2.39721005217064e-07	1.69821659840866e-05	32.6255476912707
"6318"	"Contig106082"	2409	2409	"+"	4.40381130367175e-09	4.57481947556214e-07	30.3045917783122
"6324"	"Contig106082"	2560	2560	"+"	8.3902363681977e-08	6.61904354065286e-06	45.5259026687598
"6380"	"Contig106199"	2206	2206	"+"	8.63443802497609e-09	8.44923452732472e-07	29.0052700922266
"6454"	"Contig106349"	2498	2498	"+"	1.06729651100605e-42	2.1761574096275e-38	66.9674859190988
"6482"	"Contig106460"	1263	1263	"+"	0.000217583746578924	0.00643381793821951	30
"6672"	"Contig106821"	498	498	"+"	6.46609143130699e-16	1.99757512988728e-13	-37.8557874762808
"6696"	"Contig106878"	406	406	"+"	1.98072409629364e-20	1.01194606621148e-17	-59.7938144329897
"6806"	"Contig106946"	417	417	"+"	5.19640563404271e-15	1.36631839559991e-12	36.140350877193
"6836"	"Contig106946"	1779	1779	"+"	7.62794255825098e-07	4.773504262657e-05	-28.2579787234043
"6984"	"Contig107172"	369	369	"+"	1.91683150163274e-05	0.000828054378742908	29.2284547603697
"6998"	"Contig107200"	23	23	"+"	3.05161827999178e-07	2.10917885306976e-05	-35.2134146341463
"7087"	"Contig107330"	1106	1106	"+"	2.44110278487226e-08	2.17003489437262e-06	44.3559322033898
"7091"	"Contig107334"	431	431	"+"	8.33945283056437e-09	8.18916004339911e-07	33.3495644646432
"7187"	"Contig107387"	8349	8349	"+"	3.538274676172e-09	3.74682569720301e-07	41.0544679201396
"7210"	"Contig1074"	4866	4866	"+"	2.78853307866957e-14	6.61123456317454e-12	-31.7789703836215
"7445"	"Contig107661"	1293	1293	"+"	5.33554780266511e-07	3.46360904626483e-05	-30.8619091751622
"7562"	"Contig107764"	5992	5992	"+"	7.14730764642241e-11	1.03221204395986e-08	-26.7792756212441
"7570"	"Contig107771"	373	373	"+"	2.75946568341002e-05	0.00113393815293169	30.1336898395722
"7709"	"Contig107948"	821	821	"+"	2.70527297622666e-06	0.000148676524792999	32.4489795918367
"7878"	"Contig108150"	253	253	"+"	1.07876139714583e-05	0.000500514487517296	35.5135135135135
"8300"	"Contig108714"	1055	1055	"+"	1.7931117832557e-05	0.000782576222905076	37.0879120879121
"8301"	"Contig108714"	1115	1115	"+"	3.24013405033922e-08	2.80582845858589e-06	36.9742198100407
"8303"	"Contig108714"	1147	1147	"+"	2.6524780022852e-05	0.00109559454955873	32.1910112359551
"8634"	"Contig109226"	3244	3244	"+"	5.71513828283958e-08	4.66622832200584e-06	27.2551020408163
"8649"	"Contig109230"	2440	2440	"+"	4.65464539772414e-06	0.000240655036434015	28.9423076923077
"8708"	"Contig109306"	838	838	"+"	3.85972741285171e-07	2.59416938364137e-05	37.3522458628842
"8714"	"Contig109320"	230	230	"+"	8.80398803578942e-10	1.03544408706636e-07	47.3809523809524
"8748"	"Contig109332"	33	33	"+"	1.5432458793026e-10	2.08509064473892e-08	37.4157791784395
"8753"	"Contig109332"	216	216	"+"	2.6314689920445e-07	1.8472725423336e-05	28.3587083821315
"8797"	"Contig10941"	1139	1139	"+"	5.70372926196998e-06	0.000287221251588518	-31.7853231106243
"8839"	"Contig109515"	2906	2906	"+"	2.08908290505605e-18	8.69290256476145e-16	44.2695319007163
"8843"	"Contig109515"	3092	3092	"+"	5.43148957908191e-12	9.33482844049186e-10	40.5934653357334
"8864"	"Contig109515"	3378	3378	"+"	8.61037667160801e-37	6.22957413530612e-33	46.6443887496519
"8930"	"Contig109580"	5790	5790	"+"	4.41248745316289e-08	3.72749319974983e-06	-25.2697841726619
"8942"	"Contig1096"	2681	2681	"+"	1.97632449088493e-05	0.000849315123311292	32.8335832083958
"9165"	"Contig1098"	22402	22402	"+"	1.58660621689362e-14	3.90186478314978e-12	47.9395604395604
"9204"	"Contig109827"	2467	2467	"+"	9.94569168389558e-11	1.39765507794498e-08	-47.3922332537389
"9343"	"Contig11"	65909	65909	"+"	8.48540774153751e-06	0.00040613305072113	35.2831594634873
"9374"	"Contig11005"	453	453	"+"	4.03446232588608e-12	7.11371488408915e-10	40.413246802825
"9376"	"Contig11005"	480	480	"+"	5.51241781842294e-10	6.71562196831836e-08	31.7120771467932
"9382"	"Contig110050"	1347	1347	"+"	2.62741037915742e-06	0.000144680967024053	-30.0288486755835
"9388"	"Contig110050"	1603	1603	"+"	6.52097389221056e-14	1.46989828248451e-11	36.6207333948339
"9425"	"Contig110110"	1145	1145	"+"	6.13355585942881e-09	6.1633387243456e-07	32.9578488372093
"9442"	"Contig110132"	309	309	"+"	7.7726990301935e-11	1.10966929283621e-08	48.0990274093722
"9462"	"Contig11014"	358	358	"+"	1.02346244047535e-12	1.9436582831455e-10	40.4708097928437
"9515"	"Contig110223"	7166	7166	"+"	3.86167513589506e-06	0.000203955736847357	33.9593460008838
"9552"	"Contig110247"	682	682	"+"	1.19212595696254e-06	7.14523082035973e-05	-26.1667772616678
"9566"	"Contig110247"	2511	2511	"+"	1.53158748441741e-22	9.7588141461211e-20	-48.9637826961771
"9576"	"Contig110247"	3183	3183	"+"	6.61984325198692e-12	1.12479059589891e-09	-51.4355362946912
"9647"	"Contig11038"	777	777	"+"	0.000109072108706367	0.0036512099693029	30.8676307007786
"9673"	"Contig1104"	1800	1800	"+"	2.49602852521189e-20	1.26655827488787e-17	41.3551995931859
"9715"	"Contig1104"	19693	19693	"+"	1.70704522631906e-09	1.91814923187436e-07	33.4299516908213
"9731"	"Contig110400"	348	348	"+"	3.85947400667e-05	0.00151174932791126	25.4545454545455
"9749"	"Contig110445"	514	514	"+"	8.76173547610309e-06	0.000417931796995903	29.6853625170999
"9796"	"Contig110541"	404	404	"+"	5.28726762047963e-06	0.000268412961262287	-27.7061855670103
"9830"	"Contig110573"	3298	3298	"+"	1.66553193488435e-22	1.0552311525777e-19	-57.2984504828206
"9842"	"Contig110586"	38	38	"+"	1.88994821000689e-05	0.000818536050603638	-37.661406025825
"9874"	"Contig110692"	4326	4326	"+"	0.000319243893123569	0.00879492877325298	29.3662490788504
"9993"	"Contig110846"	304	304	"+"	0.00017156592411146	0.00529218223953131	25.2049826553138
"10003"	"Contig110846"	620	620	"+"	1.22028650506265e-09	1.40282158882084e-07	-36.4366163431584
"10047"	"Contig1109"	8252	8252	"+"	5.20797929541533e-17	1.83947303334788e-14	28.292140385566
"10153"	"Contig111036"	4305	4305	"+"	7.27255589481442e-08	5.80881929169996e-06	-34.8591549295775
"10160"	"Contig111036"	4401	4401	"+"	5.55918991395656e-15	1.4498095669688e-12	-32.0213751571703
"10162"	"Contig111036"	4421	4421	"+"	5.57840644198133e-12	9.57998609098428e-10	-29.4608040876698
"10295"	"Contig111282"	6688	6688	"+"	6.02829830682791e-05	0.0022049219720972	-25.4299754299754
"10387"	"Contig111441"	35	35	"+"	4.9230478799052e-10	6.10033080741178e-08	-38.430775090459
"10388"	"Contig111441"	10501	10501	"+"	6.61378900178705e-05	0.00239291130240009	29.8150347870355
"10394"	"Contig111441"	10656	10656	"+"	3.52538627691292e-16	1.11678958125973e-13	49.9148791283623
"10401"	"Contig111441"	10768	10768	"+"	3.4956355284592e-19	1.5680288253519e-16	-54.5639320029564
"10457"	"Contig111541"	3360	3360	"+"	4.15154364530957e-06	0.000217146449684918	32.7705079499085
"10458"	"Contig111541"	3376	3376	"+"	2.95255405961733e-05	0.00120393024240996	-30.066170388751
"10536"	"Contig111621"	653	653	"+"	1.16912704666414e-21	6.86429985200884e-19	-43.7747776706311
"10553"	"Contig111633"	1483	1483	"+"	7.54396299872248e-13	1.45610040720529e-10	28.6365709074327
"10634"	"Contig11174"	1137	1137	"+"	1.11387664087073e-16	3.76241692011245e-14	44.4230769230769
"10762"	"Contig111775"	4471	4471	"+"	1.85201414956919e-14	4.50517101277335e-12	59.2982456140351
"10779"	"Contig111789"	820	820	"+"	0.000126063082765601	0.00411256828912155	-26.5527950310559
"10882"	"Contig112010"	2456	2456	"+"	7.95647954977851e-11	1.13518412975377e-08	-43.4818481848185
"10907"	"Contig112048"	5188	5188	"+"	7.20788968490611e-05	0.0025766861236056	-33.7899543378995
"10909"	"Contig112048"	5208	5208	"+"	3.63985505719631e-05	0.0014370014369371	-35.3372434017595
"10937"	"Contig112072"	2826	2826	"+"	1.09931216064415e-12	2.075403253827e-10	60.9243697478992
"10995"	"Contig112130"	2829	2829	"+"	5.83830581143487e-10	7.08570022270639e-08	27.0843221009334
"11093"	"Contig112310"	982	982	"+"	2.343780491353e-11	3.65557712261203e-09	40.1229617749265
"11099"	"Contig112310"	1036	1036	"+"	1.42075449879834e-16	4.73480260010961e-14	-43.6727338259146
"11105"	"Contig112310"	1141	1141	"+"	1.01330769071264e-09	1.17877851346042e-07	31.0090237899918
"11166"	"Contig112389"	6007	6007	"+"	8.93279710386844e-07	5.51164143339355e-05	-27.5657025400088
"11184"	"Contig112468"	509	509	"+"	6.98788558091446e-08	5.60740435755193e-06	-26.4724020968239
"11186"	"Contig112468"	519	519	"+"	1.06326749498394e-15	3.13781147425611e-13	-51.3472137170851
"11214"	"Contig1125"	2054	2054	"+"	8.12989135436766e-06	0.000391372163580319	28.4166666666667
"11250"	"Contig1125"	9188	9188	"+"	3.59933281703132e-13	7.30562927056208e-11	31.3498622589532
"11303"	"Contig112541"	1742	1742	"+"	1.04952758749905e-10	1.4675313803545e-08	-35.6825396825397
"11309"	"Contig112541"	1875	1875	"+"	9.78477776310269e-09	9.45526548512256e-07	-47.4481658692185
"11317"	"Contig112555"	793	793	"+"	6.11077531073804e-09	6.14595468741484e-07	25.7867611067922
"11324"	"Contig112555"	1098	1098	"+"	0.000239522890614876	0.00697223927452359	26.4683447749809
"11325"	"Contig112555"	1146	1146	"+"	1.02322582950726e-06	6.22438229544121e-05	31.0204081632653
"11326"	"Contig112555"	1182	1182	"+"	7.40902613563686e-08	5.89891558761882e-06	33.5627389641988
"11347"	"Contig112596"	2727	2727	"+"	4.75119138032186e-06	0.000244856444785723	25.0834179602495
"11409"	"Contig1127"	4424	4424	"+"	9.02590582157176e-08	7.06831158474192e-06	32.1457326892109
"11410"	"Contig1127"	4426	4426	"+"	1.17503336774294e-12	2.2109139804562e-10	42.5146198830409
"11417"	"Contig1127"	4538	4538	"+"	2.1393387812204e-14	5.15934437653317e-12	-46.583850931677
"11418"	"Contig1127"	4580	4580	"+"	2.53900489634782e-10	3.30695505947847e-08	-43.1018603794437
"11575"	"Contig112707"	922	922	"+"	0.000190050865868567	0.00575318261659488	26.4585655890004
"11699"	"Contig112945"	7086	7086	"+"	2.58828844053166e-07	1.82264101007739e-05	30.7350526417464
"11785"	"Contig113"	16121	16121	"+"	4.08532021979749e-11	6.12890391210599e-09	-31.0496427917201
"11869"	"Contig113131"	1118	1118	"+"	2.94110958884266e-10	3.77802536575278e-08	-50.2882882882883
"11875"	"Contig113184"	1511	1511	"+"	2.19048817643828e-05	0.000929771021274452	30.0063775510204
"12000"	"Contig113403"	1462	1462	"+"	1.32147327732189e-06	7.83051639541785e-05	-29.1823899371069
"12038"	"Contig113454"	2800	2800	"+"	1.14973016184483e-30	2.07956328508457e-27	80.2252816020025
"12199"	"Contig113808"	421	421	"+"	3.41815128800022e-06	0.000182445490942939	-28.75
"12208"	"Contig113857"	1391	1391	"+"	1.61875441567403e-05	0.000715108111766676	27.3881239242685
"12293"	"Contig113981"	7460	7460	"+"	2.49230673045808e-05	0.00103939014361798	31.1494252873563
"12422"	"Contig114331"	1692	1692	"+"	3.99201957004014e-11	6.00499873090734e-09	-53.3739992375143
"12448"	"Contig114407"	1939	1939	"+"	9.8691701242286e-06	0.000462397108496083	37.1196754563895
"12481"	"Contig114493"	431	431	"+"	5.29962589220201e-10	6.49874370134032e-08	53.1203785862171
"12532"	"Contig114658"	1127	1127	"+"	5.06517358542124e-05	0.00190642115986781	25.4592363261094
"12576"	"Contig114914"	46	46	"+"	1.03565450652445e-05	0.000482510440627748	25.0716065915262
"12588"	"Contig114935"	1280	1280	"+"	4.51264004907571e-06	0.000234285196556121	32.4242424242424
"12589"	"Contig114935"	1282	1282	"+"	1.24965176198258e-06	7.45813313809475e-05	34.009009009009
"12590"	"Contig114935"	1295	1295	"+"	6.07886854092366e-06	0.000303853738305833	30.8865683865684
"12872"	"Contig1156"	17527	17527	"+"	5.39212535254493e-10	6.59055233379801e-08	-40.6760316066725
"12901"	"Contig115664"	767	767	"+"	5.73121184309667e-12	9.82735442810796e-10	-37.8891724389355
"12914"	"Contig115691"	2934	2934	"+"	7.34838782648199e-05	0.00261773241860212	-28.5958904109589
"12942"	"Contig115782"	939	939	"+"	5.3361689163085e-05	0.0019907122940975	-28.0451127819549
"12968"	"Contig115933"	513	513	"+"	8.87343364522306e-06	0.000422160712717847	25.7448945430198
"12990"	"Contig115964"	98	98	"+"	5.7219731939592e-14	1.30156782949266e-11	-55.5720453318942
"12994"	"Contig115986"	4642	4642	"+"	3.15787819772379e-14	7.42411861365924e-12	-32.7879357484621
"13057"	"Contig116082"	32	32	"+"	1.23169154557406e-05	0.000563657330709973	28.974358974359
"13072"	"Contig116120"	5411	5411	"+"	8.21477510528027e-07	5.1008885940259e-05	-30.6620209059233
"13088"	"Contig116145"	2415	2415	"+"	5.21443746038358e-06	0.000265316206429892	33.4386852085967
"13171"	"Contig116303"	5388	5388	"+"	1.22740936646655e-10	1.68992040753281e-08	-44.9009620826259
"13188"	"Contig116303"	6552	6552	"+"	3.74743610309204e-17	1.34263450780846e-14	-51.9566124322069
"13209"	"Contig116303"	8352	8352	"+"	1.7674805619878e-07	1.29084094203221e-05	-33.4422213148224
"13328"	"Contig116666"	5932	5932	"+"	2.0004473869418e-12	3.65067483809659e-10	-41.6666666666667
"13378"	"Contig116787"	739	739	"+"	0.000371403069630397	0.00997481631398167	28.864093652826
"13450"	"Contig116996"	894	894	"+"	6.47741425280102e-21	3.50912818769732e-18	47.9158096805156
"13594"	"Contig117469"	607	607	"+"	8.99989928635747e-12	1.49965200102521e-09	55
"13645"	"Contig117650"	1462	1462	"+"	4.46021616062424e-06	0.000231885540175169	-25.6811899433987
"13681"	"Contig117725"	490	490	"+"	1.16317820744994e-07	8.87052111847014e-06	36.8350228761102
"13699"	"Contig117813"	1439	1439	"+"	1.15481616627466e-09	1.33233824969419e-07	43.1002359955285
"13853"	"Contig118138"	328	328	"+"	5.69860846794054e-13	1.12212954380118e-10	33.010752688172
"13855"	"Contig118138"	351	351	"+"	3.31995045632768e-08	2.87051309733977e-06	41.6369047619048
"13971"	"Contig118291"	11327	11327	"+"	1.19158442801915e-08	1.12765013134903e-06	-41.875
"14133"	"Contig118510"	2747	2747	"+"	4.8739613642242e-14	1.11774086500511e-11	47.0078692124687
"14150"	"Contig118510"	3029	3029	"+"	2.59476515435423e-09	2.81141924485123e-07	-26.2162162162162
"14162"	"Contig118510"	3168	3168	"+"	4.66135124967693e-12	8.15495758186756e-10	-47.2494669509595
"14188"	"Contig118556"	1894	1894	"+"	2.53099982450661e-17	9.24531357209356e-15	-35.9842094608273
"14207"	"Contig118609"	7876	7876	"+"	2.39660647661975e-07	1.69821659840866e-05	32.9423264907136
"14209"	"Contig118656"	1758	1758	"+"	2.25732579706868e-08	2.02431668550316e-06	42.9722759509993
"14232"	"Contig118694"	116	116	"+"	1.2313905368126e-07	9.3021538023817e-06	-30.8558558558559
"14296"	"Contig118930"	1153	1153	"+"	5.12404687311586e-06	0.000261348153772912	26.4695830485304
"14299"	"Contig118939"	1887	1887	"+"	0.000159351719342261	0.00498396441621715	-25.92082616179
"14381"	"Contig119202"	36	36	"+"	4.51613254906975e-07	2.99270893386636e-05	32.1946169772257
"14382"	"Contig119202"	61	61	"+"	7.77973867094111e-05	0.00274652815427197	28.3034773445732
"14596"	"Contig119547"	1485	1485	"+"	8.07736862185355e-09	7.94571452715861e-07	-47.7325952735789
"14602"	"Contig119547"	1575	1575	"+"	4.60855999728453e-37	3.69151906931694e-33	69.8198198198198
"14669"	"Contig1197"	17869	17869	"+"	8.24566702975981e-08	6.51186450109624e-06	37.1223628691983
"14798"	"Contig1198"	8005	8005	"+"	1.7236491743648e-09	1.9338998659894e-07	-35.3218372948061
"14973"	"Contig120025"	1148	1148	"+"	5.78990671907608e-06	0.000291227241287987	-29.7798972853999
"14995"	"Contig120057"	1143	1143	"+"	7.33395145938923e-05	0.00261341990389466	-30.3484848484848
"15046"	"Contig120170"	1664	1664	"+"	2.04259441217492e-09	2.26232509874027e-07	-48.3339503887449
"15114"	"Contig12036"	120	120	"+"	3.15757789752478e-06	0.000170116157404257	-33.9823008849558
"15123"	"Contig12036"	272	272	"+"	7.63288605272417e-09	7.53491493596834e-07	-33.7695133149679
"15125"	"Contig12036"	284	284	"+"	1.26289411550443e-06	7.52515113367886e-05	28.7542087542088
"15133"	"Contig12036"	434	434	"+"	1.91669041241781e-10	2.55274706204592e-08	34.7907725321888
"15144"	"Contig12036"	536	536	"+"	5.33772297895595e-10	6.53117720831578e-08	32.0670866020018
"15274"	"Contig120662"	969	969	"+"	1.6642906715357e-13	3.57199457181221e-11	-37.472927315256
"15385"	"Contig120983"	641	641	"+"	0.000315921188083566	0.0087293339812335	25.6847545219638
"15488"	"Contig121093"	4616	4616	"+"	5.48438087290494e-07	3.55200049593671e-05	-25.0488194567726
"15612"	"Contig121347"	1158	1158	"+"	5.44923455263167e-15	1.42535805828263e-12	42.1501599448034
"15726"	"Contig121564"	694	694	"+"	2.9176606181559e-12	5.23507203724874e-10	-32.0938928126298
"15728"	"Contig121564"	712	712	"+"	3.27891261349077e-17	1.18423023220222e-14	-47.4860646599777
"16044"	"Contig122273"	61	61	"+"	4.09507418238067e-09	4.27986388925141e-07	-26.5824422214557
